year,lat,lon,fleet,fishing_hours
2019,0,-95,JPN,0
2019,0,-95,PRT,40.8607
2019,0,-95,TWN,11.0195
2019,0,-95,VUT,0
2019,0,-90,ECU,0
2019,0,-90,FJI,0
2019,0,-90,JPN,0
2019,0,-90,PRT,0
2019,0,-90,TWN,0.8502
2019,0,-90,VUT,18.2918
2019,0,-85,ESP,0
2019,0,-85,FJI,0
2019,0,-85,JPN,0
2019,0,-85,PAN,0
2019,0,-85,PRT,0
2019,0,-85,TWN,0
2019,0,-85,VUT,162.4138
2019,0,-80,JPN,0
2019,0,-50,BRA,0.3675
2019,0,-50,CHN,836.3439
2019,0,-50,VEN,46.1416
2019,0,-45,BRA,2486.1857
2019,0,-45,CHN,1004.61
2019,0,-45,"NA",91.8258
2019,0,-45,VCT,0
2019,0,-45,VEN,119.238
2019,0,-40,BRA,1124.7873
2019,0,-40,CHN,363.4719
2019,0,-40,ESP,12.2994
2019,0,-40,TWN,0
2019,0,-40,VEN,56.8214
2019,0,-35,BRA,2177.4948
2019,0,-35,CHN,1324.9399
2019,0,-35,ESP,10.3783
2019,0,-35,JPN,28.7038
2019,0,-35,"NA",0
2019,0,-35,TWN,466.4084
2019,0,-30,BLZ,399.6013
2019,0,-30,BRA,1480.8274
2019,0,-30,CHN,3890.2163
2019,0,-30,CIV,0
2019,0,-30,ESP,681.6413
2019,0,-30,JPN,484.1211
2019,0,-30,KOR,0
2019,0,-30,"NA",0.2504
2019,0,-30,PRT,599.1038
2019,0,-30,TWN,3701.278
2019,0,-30,VCT,0
2019,0,-25,BLZ,227.6144
2019,0,-25,CHN,8480.5239
2019,0,-25,CIV,0
2019,0,-25,ESP,2988.6609
2019,0,-25,JPN,1646.3513
2019,0,-25,KOR,118.2151
2019,0,-25,"NA",0
2019,0,-25,PRT,700.6142
2019,0,-25,TWN,5736.3646
2019,0,-20,CHN,1833.559
2019,0,-20,ESP,743.3404
2019,0,-20,JPN,1318.5745
2019,0,-20,KOR,268.9653
2019,0,-20,PRT,447.8055
2019,0,-20,SEN,162.3622
2019,0,-20,TWN,3884.0276
2019,0,-15,CHN,201.2329
2019,0,-15,ESP,127.4579
2019,0,-15,JPN,57.4975
2019,0,-15,KOR,0
2019,0,-15,PRT,76.6361
2019,0,-15,TWN,1274.8715
2019,0,-10,ESP,86.7191
2019,0,-10,JPN,0
2019,0,-10,PRT,8.2458
2019,0,-10,TWN,141.8234
2019,0,-5,ESP,82.6318
2019,0,-5,JPN,15.1114
2019,0,-5,TWN,936.9563
2019,0,0,ESP,1281.749
2019,0,0,JPN,12.0019
2019,0,0,PRT,107.5249
2019,0,0,TWN,866.5111
2019,0,5,TWN,106.9297
2019,0,40,CHN,284.8783
2019,0,45,CHN,31594.7724
2019,0,45,SYC,547.4755
2019,0,45,TWN,112.9479
2019,0,50,CHN,19879.5568
2019,0,50,KEN,4.7096
2019,0,50,SYC,3264.2439
2019,0,50,TWN,4666.4683000000005
2019,0,55,CHN,6180.8157
2019,0,55,KEN,231.3579
2019,0,55,LKA,1191.3047
2019,0,55,"NA",703.7785
2019,0,55,SYC,2149.8068
2019,0,55,TWN,6152.7375
2019,0,60,CHN,1969.6246
2019,0,60,LKA,4414.3602
2019,0,60,"NA",2472.0986
2019,0,60,SYC,1862.9025
2019,0,60,TWN,15329.2705
2019,0,65,CHN,755.4781
2019,0,65,LKA,5779.0514
2019,0,65,MYS,1197.3056
2019,0,65,"NA",3370.42
2019,0,65,SYC,2449.9168
2019,0,65,TWN,19758.9175
2019,0,70,KOR,0
2019,0,70,LKA,0
2019,0,75,CHN,53.748
2019,0,75,IND,19.4063
2019,0,75,KOR,0
2019,0,75,LKA,11843.4843
2019,0,75,MLT,0
2019,0,75,"NA",3148.0876
2019,0,75,SYC,418.5553
2019,0,75,TWN,654.93
2019,0,80,CHN,0
2019,0,80,KOR,0
2019,0,80,LKA,555.8572
2019,0,80,MYS,0
2019,0,80,"NA",145.588
2019,0,80,SYC,1050.0463
2019,0,80,TWN,3513.5976
2019,0,85,CHN,0
2019,0,85,KOR,0
2019,0,85,LKA,47.9729
2019,0,85,MYS,0
2019,0,85,"NA",57.5593
2019,0,85,SYC,61.1152
2019,0,85,TWN,1067.1424
2019,0,85,VUT,0
2019,0,90,CHN,3.7792
2019,0,90,KOR,0
2019,0,90,MYS,163.5315
2019,0,90,"NA",0
2019,0,90,SYC,80.1319
2019,0,90,TWN,805.4508
2019,0,90,VUT,0
2019,0,95,CHN,0
2019,0,95,SYC,0
2019,0,95,TWN,0
2019,0,95,VUT,0
2019,0,100,CHN,40.3599
2019,0,100,KOR,0
2019,0,100,"NA",0
2019,0,100,SYC,9.7846
2019,0,100,TWN,28.3983
2019,0,100,VUT,0
2019,0,105,CHN,0
2019,0,105,SYC,0
2019,0,105,TWN,0
2019,0,105,VUT,0
2019,0,115,JPN,0
2019,0,120,JPN,0
2019,0,120,KOR,0
2019,0,125,JPN,310.2277
2019,0,125,TWN,0
2019,0,130,ALB,0
2019,0,130,CHN,718.3389
2019,0,130,JPN,6757.4828
2019,0,130,"NA",1211.0543
2019,0,130,TWN,11124.4893
2019,0,130,VUT,0
2019,0,135,ALB,0
2019,0,135,CHN,162.8416
2019,0,135,JPN,0
2019,0,135,"NA",505.3871
2019,0,135,PNG,0
2019,0,135,TWN,5037.6239
2019,0,135,UNK,18.1204
2019,0,135,VUT,0
2019,0,140,ALB,417.1117
2019,0,140,CHN,8234.3824
2019,0,140,FSM,583.5252
2019,0,140,JPN,96.4373
2019,0,140,"NA",1683.6932
2019,0,140,PNG,0
2019,0,140,TWN,57497.2976
2019,0,140,UNK,565.0755
2019,0,140,VUT,0
2019,0,145,CHN,2848.5934
2019,0,145,FSM,300.7792
2019,0,145,JPN,845.137
2019,0,145,"NA",1003.2191
2019,0,145,PNG,0
2019,0,145,TWN,44387.1034
2019,0,145,VUT,5.2396
2019,0,150,CHN,11789.8972
2019,0,150,FSM,2539.9453
2019,0,150,JPN,561.0471
2019,0,150,"NA",433.2277
2019,0,150,TWN,3344.3159
2019,0,150,VUT,15.3993
2019,0,155,CHN,10492.5455
2019,0,155,FSM,1656.7972
2019,0,155,JPN,922.658
2019,0,155,KOR,761.6487
2019,0,155,"NA",1368.8041
2019,0,155,TWN,8797.6626
2019,0,155,VUT,521.9163
2019,0,160,CHN,3416.6988
2019,0,160,FSM,2255.1713
2019,0,160,JPN,773.0394
2019,0,160,KOR,955.3706
2019,0,160,MHL,96.1717
2019,0,160,"NA",91.2785
2019,0,160,TWN,8315.9571
2019,0,160,VUT,835.3493
2019,0,165,CHN,9681.2456
2019,0,165,CRI,188.6984
2019,0,165,FSM,6127.1861
2019,0,165,JPN,947.6959
2019,0,165,KOR,0
2019,0,165,MHL,641.2522
2019,0,165,"NA",811.8312
2019,0,165,TWN,179.2716
2019,0,165,VUT,0
2019,0,170,ALB,0
2019,0,170,CHN,7227.2235
2019,0,170,CRI,90.6646
2019,0,170,FSM,772.0697
2019,0,170,KOR,0
2019,0,170,MHL,37.5459
2019,0,170,"NA",220.866
2019,0,170,TWN,0
2019,0,170,VUT,0
2019,0,175,ALB,0
2019,0,175,CHN,1557.555
2019,0,175,FJI,46.9001
2019,0,175,JPN,53.6276
2019,0,175,KOR,20832.005
2019,0,175,TWN,2192.049
2019,0,175,VUT,147.4007
2019,5,-180,CHN,2785.9467
2019,5,-180,FJI,61.6648
2019,5,-180,JPN,0
2019,5,-180,KOR,2192.1152
2019,5,-180,TWN,1898.0182
2019,5,-180,VUT,266.1456
2019,5,-175,CHN,3365.3516
2019,5,-175,FJI,19.6812
2019,5,-175,JPN,0
2019,5,-175,KOR,412.4189
2019,5,-175,"NA",0
2019,5,-175,TWN,2403.2984
2019,5,-175,VUT,621.8678
2019,5,-170,CHN,2546.5711
2019,5,-170,FJI,0
2019,5,-170,JPN,0
2019,5,-170,KOR,686.9396
2019,5,-170,TWN,660.4025
2019,5,-170,USA,0
2019,5,-170,VUT,152.4226
2019,5,-165,CHN,0
2019,5,-165,JPN,0
2019,5,-165,KOR,0
2019,5,-165,TWN,150.1028
2019,5,-165,USA,12.1488
2019,5,-165,VUT,0
2019,5,-160,CHN,77.9462
2019,5,-160,JPN,14.835
2019,5,-160,KOR,1163.4329
2019,5,-160,TWN,110.457
2019,5,-160,VUT,172.9319
2019,5,-155,CHN,695.5932
2019,5,-155,JPN,188.3216
2019,5,-155,KOR,4068.4969
2019,5,-155,"NA",0
2019,5,-155,TWN,2297.1357
2019,5,-155,VUT,1520.5483
2019,5,-150,CHN,491.3673
2019,5,-150,JPN,95.9475
2019,5,-150,KOR,3997.6302
2019,5,-150,"NA",0
2019,5,-150,TWN,343.5417
2019,5,-150,VUT,203.0578
2019,5,-145,CHN,1070.1775
2019,5,-145,JPN,72.2232
2019,5,-145,KOR,1382.3878
2019,5,-145,TWN,182.2572
2019,5,-145,VUT,456.7266
2019,5,-140,CHN,715.3807
2019,5,-140,JPN,31.2118
2019,5,-140,KOR,965.6472
2019,5,-140,TWN,146.5657
2019,5,-140,VUT,0
2019,5,-135,CHN,834.8817
2019,5,-135,JPN,273.9408
2019,5,-135,KOR,474.7429
2019,5,-135,TWN,22.8329
2019,5,-135,VUT,0
2019,5,-130,CHN,1622.0735
2019,5,-130,JPN,79.7312
2019,5,-130,"NA",29.434
2019,5,-130,TWN,78.2637
2019,5,-125,CHN,2320.2167
2019,5,-125,FJI,137.3687
2019,5,-125,JPN,129.0827
2019,5,-125,TWN,375.3293
2019,5,-120,CHN,1481.3174
2019,5,-120,ESP,317.141
2019,5,-120,FJI,126.6499
2019,5,-120,JPN,0
2019,5,-120,TWN,392.2976
2019,5,-115,CHN,555.5561
2019,5,-115,ESP,237.6634
2019,5,-115,FJI,1.5605
2019,5,-115,JPN,0
2019,5,-115,TWN,12.5922
2019,5,-110,CHN,209.0392
2019,5,-110,ECU,35.9514
2019,5,-110,ESP,859.3541
2019,5,-110,FJI,5.0847
2019,5,-110,JPN,0
2019,5,-110,TWN,0
2019,5,-105,CHN,441.1883
2019,5,-105,ECU,44.5284
2019,5,-105,ESP,561.2001
2019,5,-105,FJI,0
2019,5,-105,JPN,0
2019,5,-105,PAN,18.0193
2019,5,-105,PRT,6.5278
2019,5,-105,TWN,74.5507
2019,5,-100,CHN,0
2019,5,-100,ESP,1891.6058
2019,5,-100,FJI,0
2019,5,-100,JPN,0
2019,5,-100,PAN,207.2467
2019,5,-100,PRT,243.1987
2019,5,-100,TWN,1954.375
2019,5,-100,USA,0
2019,5,-95,CHN,0
2019,5,-95,ESP,212.9962
2019,5,-95,FJI,3722.8085
2019,5,-95,JPN,0
2019,5,-95,PAN,884.1415
2019,5,-95,PRT,30.0193
2019,5,-95,TWN,18224.998
2019,5,-95,USA,0
2019,5,-95,VUT,871.3735
2019,5,-90,CHN,0
2019,5,-90,ESP,0
2019,5,-90,FJI,695.0591
2019,5,-90,JPN,0
2019,5,-90,PAN,201.0423
2019,5,-90,PRT,0
2019,5,-90,TWN,5030.7141
2019,5,-90,USA,0
2019,5,-90,VUT,493.0972
2019,5,-85,CHN,0
2019,5,-85,ESP,8.4892
2019,5,-85,FJI,0
2019,5,-85,JPN,2.5681
2019,5,-85,PAN,0
2019,5,-85,PRT,0
2019,5,-85,TWN,2.9016
2019,5,-85,USA,0
2019,5,-85,VUT,0
2019,5,-80,CHN,73.294
2019,5,-80,ESP,125.1051
2019,5,-80,FJI,4.8581
2019,5,-80,JPN,607.5769
2019,5,-80,PAN,10.3817
2019,5,-80,PRT,10.7104
2019,5,-80,TWN,376.8121
2019,5,-80,USA,0
2019,5,-80,VUT,2.2912
2019,5,-60,"NA",488.7903
2019,5,-60,TWN,2.1404
2019,5,-60,VCT,0
2019,5,-60,VEN,349.4033
2019,5,-55,CHN,34.3458
2019,5,-55,"NA",24.4397
2019,5,-55,TWN,686.5928
2019,5,-55,VCT,0
2019,5,-55,VEN,2875.5894
2019,5,-50,CHN,7225.7058
2019,5,-50,KOR,162.0998
2019,5,-50,"NA",75.9227
2019,5,-50,TWN,978.1812
2019,5,-50,VCT,0
2019,5,-50,VEN,680.3348
2019,5,-45,BRA,233.6211
2019,5,-45,CHN,10966.9309
2019,5,-45,CIV,73.9759
2019,5,-45,ESP,23.217
2019,5,-45,JPN,3.8049
2019,5,-45,KOR,338.497
2019,5,-45,"NA",53.82
2019,5,-45,TWN,20.0262
2019,5,-45,VCT,0
2019,5,-45,VEN,0
2019,5,-40,BRA,2324.6262
2019,5,-40,CHN,6940.5685
2019,5,-40,CIV,1005.2235
2019,5,-40,ESP,1115.9467
2019,5,-40,JPN,711.0379
2019,5,-40,KOR,11.0288
2019,5,-40,"NA",0
2019,5,-40,TWN,1789.923
2019,5,-35,BRA,532.9595
2019,5,-35,CHN,6599.8169
2019,5,-35,CIV,1928.6322
2019,5,-35,ESP,845.1003
2019,5,-35,JPN,4531.5766
2019,5,-35,KOR,1.8866
2019,5,-35,"NA",1.7816
2019,5,-35,TWN,4729.7152
2019,5,-35,VCT,0
2019,5,-30,BLZ,0
2019,5,-30,CHN,1421.0297
2019,5,-30,CIV,54.107
2019,5,-30,ESP,313.1317
2019,5,-30,JPN,10426.2269
2019,5,-30,KOR,381.3334
2019,5,-30,"NA",0
2019,5,-30,PRT,11.2037
2019,5,-30,TWN,5670.7305
2019,5,-30,VCT,1.7163
2019,5,-25,BLZ,0
2019,5,-25,CHN,1315.9161
2019,5,-25,CIV,0
2019,5,-25,ESP,2750.0775
2019,5,-25,JPN,13982.4902
2019,5,-25,KOR,2239.9673
2019,5,-25,"NA",0
2019,5,-25,PRT,630.732
2019,5,-25,SEN,1.1824
2019,5,-25,TWN,673.8155
2019,5,-20,CHN,40.2508
2019,5,-20,ESP,2612.7243
2019,5,-20,JPN,4687.8322
2019,5,-20,KOR,798.381
2019,5,-20,PRT,864.8687
2019,5,-20,TWN,678.7756
2019,5,-15,CHN,0
2019,5,-15,JPN,0
2019,5,-15,PRT,0
2019,5,-5,JPN,14.5695
2019,5,0,JPN,2.8912
2019,5,0,TWN,0
2019,5,45,CHN,648.3281
2019,5,50,CHN,7302.0078
2019,5,50,IRN,192.0629
2019,5,50,SYC,1046.9167
2019,5,50,TWN,1331.3651
2019,5,55,CHN,4873.665
2019,5,55,IRN,34.6734
2019,5,55,LKA,582.701
2019,5,55,"NA",628.2819
2019,5,55,SYC,1579.5216
2019,5,55,TWN,6068.9615
2019,5,60,CHN,1951.6277
2019,5,60,IRN,0
2019,5,60,LKA,4370.2635
2019,5,60,"NA",3059.5539
2019,5,60,SYC,1208.2923
2019,5,60,TWN,4196.1053
2019,5,65,CHN,1766.7562
2019,5,65,IND,201.7676
2019,5,65,IRN,0
2019,5,65,LKA,9031.663
2019,5,65,MYS,0
2019,5,65,"NA",3874.7329
2019,5,65,SYC,1693.7493
2019,5,65,TWN,7622.251
2019,5,70,CHN,0
2019,5,70,IND,6944.2228
2019,5,70,LKA,111.8941
2019,5,70,"NA",48.631
2019,5,70,SYC,2.617
2019,5,70,TWN,0
2019,5,75,CHN,734.6615
2019,5,75,IND,6614.8035
2019,5,75,LKA,5041.3561
2019,5,75,MLT,4.2644
2019,5,75,"NA",4778.6857
2019,5,75,SYC,62.9449
2019,5,75,TWN,219.3977
2019,5,80,CHN,44.6289
2019,5,80,LKA,915.6171
2019,5,80,"NA",139.8397
2019,5,80,SYC,14.362
2019,5,80,TWN,3.5468
2019,5,85,CHN,0
2019,5,85,LKA,35.912
2019,5,85,"NA",29.4132
2019,5,85,TWN,198.1206
2019,5,90,CHN,0
2019,5,90,KOR,0
2019,5,90,SYC,0
2019,5,90,TWN,0
2019,5,90,VUT,0
2019,5,95,AUS,0
2019,5,95,CHN,0
2019,5,95,SYC,0
2019,5,95,TWN,9.7551
2019,5,95,VUT,0
2019,5,100,MYS,10.25
2019,5,100,TWN,28.5879
2019,5,105,CHN,0
2019,5,105,TWN,0
2019,5,105,VUT,0
2019,5,110,CHN,0
2019,5,110,TWN,0
2019,5,120,CHN,0
2019,5,125,CHN,0
2019,5,125,JPN,15.8846
2019,5,125,KOR,0
2019,5,125,"NA",20.7878
2019,5,125,TWN,364.7922
2019,5,125,UNK,0
2019,5,130,ALB,261.8515
2019,5,130,CHN,973.3677
2019,5,130,FSM,0
2019,5,130,JPN,9867.6401
2019,5,130,KOR,0
2019,5,130,MHL,0
2019,5,130,"NA",1279.4443
2019,5,130,TWN,17455.0451
2019,5,130,UNK,23.689
2019,5,130,VUT,0
2019,5,135,ALB,1122.3928
2019,5,135,CHN,5062.1098
2019,5,135,FSM,134.1202
2019,5,135,JPN,140.9501
2019,5,135,"NA",2924.7053
2019,5,135,PNG,0
2019,5,135,TWN,17363.7827
2019,5,135,UNK,0
2019,5,135,VUT,0
2019,5,140,CHN,8638.2829
2019,5,140,FSM,864.0122
2019,5,140,JPN,6444.8086
2019,5,140,MHL,0
2019,5,140,"NA",0
2019,5,140,TWN,121.1353
2019,5,140,VUT,0
2019,5,145,CHN,7383.489
2019,5,145,FSM,1375.4082
2019,5,145,JPN,10742.3263
2019,5,145,MHL,0
2019,5,145,TWN,0
2019,5,145,VUT,0
2019,5,150,CHN,9889.8885
2019,5,150,FSM,2980.6477
2019,5,150,JPN,665.5349
2019,5,150,KOR,0
2019,5,150,MHL,56.135
2019,5,150,"NA",209.4931
2019,5,150,TWN,0
2019,5,150,VUT,0
2019,5,155,CHN,21882.778
2019,5,155,FSM,4782.3441
2019,5,155,JPN,5271.265
2019,5,155,KOR,4.9991
2019,5,155,MHL,820.2739
2019,5,155,"NA",29.8062
2019,5,155,TWN,5.14
2019,5,155,VUT,27.0823
2019,5,160,CHN,5552.8386
2019,5,160,FSM,2043.3297
2019,5,160,JPN,8531.0012
2019,5,160,KOR,0
2019,5,160,MHL,505.2862
2019,5,160,"NA",22.558
2019,5,160,TWN,2.1675
2019,5,160,VUT,45.7875
2019,5,165,CHN,11031.5096
2019,5,165,CRI,288.869
2019,5,165,FSM,5257.776
2019,5,165,JPN,336.3983
2019,5,165,KOR,0
2019,5,165,MHL,253.875
2019,5,165,"NA",728.708
2019,5,165,TWN,1321.5771
2019,5,165,VUT,0
2019,5,170,CHN,5248.3042
2019,5,170,CRI,449.8761
2019,5,170,FSM,2208.4332
2019,5,170,JPN,3.9475
2019,5,170,KOR,141.952
2019,5,170,MHL,69.0576
2019,5,170,"NA",772.1579
2019,5,170,TWN,143.344
2019,5,170,VUT,0
2019,5,175,CHN,1111.0854
2019,5,175,FJI,48.0478
2019,5,175,FSM,26.5042
2019,5,175,JPN,30.588
2019,5,175,KOR,12676.2065
2019,5,175,TWN,3677.1197
2019,5,175,VUT,104.8951
2019,10,-180,CHN,15381.0328
2019,10,-180,FJI,517.1629
2019,10,-180,JPN,728.8607
2019,10,-180,KOR,871.3064
2019,10,-180,"NA",371.2394
2019,10,-180,TWN,9696.4384
2019,10,-180,VUT,4843.2649
2019,10,-175,CHN,12555.667
2019,10,-175,FJI,22.7426
2019,10,-175,JPN,610.1867
2019,10,-175,KOR,270.3103
2019,10,-175,"NA",593.7648
2019,10,-175,TWN,11812.0205
2019,10,-175,USA,284.4557
2019,10,-175,VUT,2728.2232
2019,10,-170,CHN,3572.7978
2019,10,-170,JPN,742.8051
2019,10,-170,KOR,389.0823
2019,10,-170,"NA",0
2019,10,-170,TWN,5156.9269
2019,10,-170,USA,4543.3646
2019,10,-170,VUT,1058.8368
2019,10,-165,CHN,148.9013
2019,10,-165,JPN,1001.59
2019,10,-165,KOR,6213.7593
2019,10,-165,"NA",0
2019,10,-165,TWN,440.5399
2019,10,-165,USA,10164.4095
2019,10,-165,VUT,32.6158
2019,10,-160,CHN,1.9132
2019,10,-160,JPN,1120.3913
2019,10,-160,KOR,669.3936
2019,10,-160,TWN,220.0651
2019,10,-160,USA,5332.9639
2019,10,-160,VUT,14.7398
2019,10,-155,CHN,0
2019,10,-155,JPN,26.1355
2019,10,-155,KOR,16.1179
2019,10,-155,TWN,237.9234
2019,10,-155,USA,426.6014
2019,10,-155,VUT,0
2019,10,-150,CHN,76.7341
2019,10,-150,JPN,3.9005
2019,10,-150,TWN,0
2019,10,-150,USA,32.9825
2019,10,-150,VUT,0
2019,10,-145,CHN,61.4726
2019,10,-145,JPN,0
2019,10,-145,VUT,0
2019,10,-140,CHN,309.9696
2019,10,-140,JPN,0
2019,10,-140,VUT,0
2019,10,-135,CHN,420.7999
2019,10,-135,JPN,0
2019,10,-135,TWN,507.4926
2019,10,-130,CHN,337.5519
2019,10,-130,JPN,0
2019,10,-130,TWN,1408.4893
2019,10,-125,CHN,611.2899
2019,10,-125,JPN,0
2019,10,-120,CHN,983.248
2019,10,-120,JPN,0
2019,10,-120,USA,0
2019,10,-115,CHN,737.6011
2019,10,-115,JPN,0
2019,10,-115,USA,0
2019,10,-110,CHN,0.8751
2019,10,-110,JPN,0
2019,10,-105,CHN,292.488
2019,10,-105,JPN,0
2019,10,-105,USA,0
2019,10,-100,JPN,0
2019,10,-100,TWN,34.1164
2019,10,-100,USA,0
2019,10,-95,FJI,0
2019,10,-95,JPN,0
2019,10,-95,TWN,618.3296
2019,10,-95,VUT,11.075
2019,10,-80,CHN,0
2019,10,-80,ESP,0
2019,10,-80,JPN,2419.7002
2019,10,-80,PRT,0
2019,10,-75,ESP,0
2019,10,-75,JPN,414.8443
2019,10,-75,PRT,0
2019,10,-70,CHN,0
2019,10,-70,ESP,0
2019,10,-70,JPN,0
2019,10,-70,"NA",0
2019,10,-70,PRT,0
2019,10,-70,VEN,3110.8724
2019,10,-65,CAN,230.9433
2019,10,-65,CHN,2.3037
2019,10,-65,CIV,1.81
2019,10,-65,ESP,0
2019,10,-65,JPN,0
2019,10,-65,KOR,0
2019,10,-65,"NA",4040.565
2019,10,-65,PRT,0
2019,10,-65,TWN,7.3169
2019,10,-65,VCT,0
2019,10,-65,VEN,999.6786
2019,10,-65,YEM,1227.4012
2019,10,-60,CHN,0
2019,10,-60,CIV,138.3584
2019,10,-60,ESP,0
2019,10,-60,JPN,0
2019,10,-60,KOR,0
2019,10,-60,"NA",3019.0011
2019,10,-60,PRT,0
2019,10,-60,TWN,737.1151
2019,10,-60,VCT,12.6132
2019,10,-60,VEN,1666.8549
2019,10,-60,YEM,128.5321
2019,10,-55,CHN,0
2019,10,-55,CIV,12.5031
2019,10,-55,ESP,0
2019,10,-55,JPN,19.8056
2019,10,-55,KOR,0
2019,10,-55,TWN,2946.8684
2019,10,-55,VCT,20.3696
2019,10,-55,VEN,1129.3171
2019,10,-50,CHN,587.0515
2019,10,-50,JPN,0
2019,10,-50,KOR,0
2019,10,-50,TWN,641.1084
2019,10,-50,VEN,5.798
2019,10,-45,BLZ,142.4571
2019,10,-45,CHN,4137.2575
2019,10,-45,CIV,0
2019,10,-45,ESP,33.9546
2019,10,-45,JPN,128.0351
2019,10,-45,KOR,87.6403
2019,10,-45,TWN,193.7789
2019,10,-45,VCT,12.9857
2019,10,-40,BLZ,53.7357
2019,10,-40,CHN,7925.2092
2019,10,-40,ESP,204.0937
2019,10,-40,JPN,3098.7276
2019,10,-40,KOR,312.0872
2019,10,-40,TWN,51.8593
2019,10,-40,VCT,0
2019,10,-35,BLZ,2.4644
2019,10,-35,CHN,2168.8532
2019,10,-35,CIV,11.4218
2019,10,-35,ESP,640.3469
2019,10,-35,JPN,13190.2054
2019,10,-35,KOR,2082.8891
2019,10,-35,PRT,214.0797
2019,10,-35,TWN,318.0004
2019,10,-35,VCT,0
2019,10,-30,BLZ,0
2019,10,-30,CHN,212.6201
2019,10,-30,CIV,0.7663
2019,10,-30,ESP,538.411
2019,10,-30,JPN,6388.299
2019,10,-30,KOR,202.3059
2019,10,-30,"NA",0
2019,10,-30,PRT,150.9099
2019,10,-30,TWN,10.108
2019,10,-25,BLZ,0
2019,10,-25,CHN,461.5983
2019,10,-25,CIV,0
2019,10,-25,ESP,1927.2089
2019,10,-25,JPN,1295.4365
2019,10,-25,KOR,109.5514
2019,10,-25,"NA",0
2019,10,-25,PRT,58.8073
2019,10,-25,SEN,0
2019,10,-25,TWN,7.4482
2019,10,-20,CHN,97.2678
2019,10,-20,CIV,0
2019,10,-20,CPV,0
2019,10,-20,ESP,201.0499
2019,10,-20,JPN,0
2019,10,-20,KOR,182.2644
2019,10,-20,"NA",4.6373
2019,10,-20,PRT,0.5583
2019,10,-20,SEN,19.6743
2019,10,-20,TWN,46.076
2019,10,-15,BLZ,2010.4372
2019,10,50,CHN,3.7025
2019,10,50,IRN,88.305
2019,10,55,IRN,0
2019,10,55,LKA,0
2019,10,55,"NA",0
2019,10,55,SYC,43.5832
2019,10,60,CHN,65.5852
2019,10,60,IND,0.8605
2019,10,60,LKA,2912.0883
2019,10,60,"NA",1620.3349
2019,10,60,SYC,55.1086
2019,10,65,CHN,8.7121
2019,10,65,IND,192.8521
2019,10,65,LKA,4932.1203
2019,10,65,MYS,0
2019,10,65,"NA",2199.1638
2019,10,65,TWN,805.9604
2019,10,70,IND,4810.202
2019,10,75,IND,184.7304
2019,10,80,IND,2053.574
2019,10,80,LKA,6.8963
2019,10,80,"NA",0
2019,10,80,TWN,0
2019,10,85,LKA,23.918
2019,10,85,"NA",0
2019,10,85,TWN,92.1125
2019,10,110,CHN,0
2019,10,110,KOR,0
2019,10,110,TWN,0
2019,10,110,VUT,0
2019,10,115,CHN,0
2019,10,115,TWN,0
2019,10,115,VUT,0
2019,10,120,CHN,0
2019,10,120,VUT,0
2019,10,125,CHN,204.791
2019,10,125,JPN,117.5431
2019,10,125,KOR,0
2019,10,125,MHL,0
2019,10,125,"NA",1171.8431
2019,10,125,TWN,5228.4343
2019,10,125,UNK,285.781
2019,10,125,VUT,0
2019,10,130,ALB,0
2019,10,130,CHN,2139.8609
2019,10,130,FSM,0
2019,10,130,JPN,16392.2802
2019,10,130,MHL,0
2019,10,130,"NA",7586.3854
2019,10,130,PNG,0
2019,10,130,TWN,55987.4416
2019,10,130,UNK,1687.0451
2019,10,130,VUT,0
2019,10,135,ALB,0
2019,10,135,CHN,951.2597
2019,10,135,FSM,0
2019,10,135,JPN,5783.4821
2019,10,135,MHL,0
2019,10,135,"NA",453.0396
2019,10,135,PNG,0
2019,10,135,TWN,24109.3766
2019,10,135,UNK,43.718
2019,10,135,VUT,0
2019,10,140,ALB,0
2019,10,140,CHN,1150.5015
2019,10,140,FSM,2.759
2019,10,140,JPN,1176.9522
2019,10,140,KOR,0
2019,10,140,MHL,0
2019,10,140,"NA",48.2133
2019,10,140,TWN,7726.6139
2019,10,140,VUT,0
2019,10,145,CHN,998.3787
2019,10,145,FSM,72.3607
2019,10,145,JPN,4986.1348
2019,10,145,KOR,0
2019,10,145,MHL,0
2019,10,145,"NA",0
2019,10,145,TWN,561.8407
2019,10,145,VUT,0
2019,10,150,CHN,2541.6484
2019,10,150,FSM,600.1698
2019,10,150,JPN,1502.9231
2019,10,150,KOR,0
2019,10,150,MHL,0
2019,10,150,"NA",0
2019,10,150,TWN,15041.4513
2019,10,150,VUT,0
2019,10,155,CHN,1055.1206
2019,10,155,FSM,468.7836
2019,10,155,JPN,1434.9322
2019,10,155,KOR,8.0431
2019,10,155,"NA",1267.9528
2019,10,155,TWN,27294.7013
2019,10,155,VUT,46.6867
2019,10,160,CHN,1757.7908
2019,10,160,FSM,325.1421
2019,10,160,JPN,673.09760000000006
2019,10,160,KOR,1.3636
2019,10,160,MHL,220.8316
2019,10,160,"NA",325.7118
2019,10,160,TWN,1803.3755
2019,10,160,VUT,0
2019,10,165,CHN,3211.0819
2019,10,165,CRI,82.8581
2019,10,165,FSM,891.9835
2019,10,165,JPN,82.7738
2019,10,165,KOR,0.2602
2019,10,165,MHL,507.6236
2019,10,165,"NA",80.2297
2019,10,165,TWN,2.6147
2019,10,165,VUT,0
