Calendar Year,Fishery,LATITUDE (5° cell),LONGITUDE (5° cell),Species Category,Species (or group),Number of vessels with observer data ,Observed Captures (number),Observed Capture Rate (per 1000 hooks),Observed Mortalities (number),Observed Mortality rate (per 1000 hooks),Observed Live Releases
2018,L,37.5,157.5,SHK,THRESHER SHARKS NEI,15,5,0.016015529,3,0.009609317,0
2018,L,37.5,162.5,SHK,THRESHER SHARKS NEI,8,1,0.010313425,1,0.010313425,0
2018,L,37.5,167.5,SHK,THRESHER SHARKS NEI,6,3,0.051167471,0,0.000000000,0
2019,L,-42.5,152.5,SHK,THRESHER SHARKS NEI,6,8,0.013789038,0,0.000000000,0
2019,L,-42.5,157.5,SHK,THRESHER SHARKS NEI,6,5,0.020078467,0,0.000000000,0
2019,L,-37.5,157.5,SHK,THRESHER SHARKS NEI,5,5,0.044222350,0,0.000000000,0
2019,L,-37.5,162.5,SHK,THRESHER SHARKS NEI,4,1,0.027589251,0,0.000000000,0
2019,L,-7.5,-177.5,SHK,THRESHER SHARKS NEI,13,2,0.006630596,1,0.003315298,1
2019,L,-7.5,-147.5,SHK,THRESHER SHARKS NEI,17,4,0.010172655,2,0.005086328,2
2019,L,-7.5,-142.5,SHK,THRESHER SHARKS NEI,11,1,0.007114551,0,0.000000000,1
2019,L,-7.5,177.5,SHK,THRESHER SHARKS NEI,10,2,0.004508312,1,0.002254156,1
2019,L,-2.5,-177.5,SHK,THRESHER SHARKS NEI,13,1,0.002587550,1,0.002587550,0
2019,L,-2.5,-162.5,SHK,THRESHER SHARKS NEI,7,1,0.009744499,0,0.000000000,1
2019,L,-2.5,-152.5,SHK,THRESHER SHARKS NEI,11,1,0.008921960,0,0.000000000,1
2019,L,-2.5,172.5,SHK,THRESHER SHARKS NEI,9,1,0.002832227,0,0.000000000,1
2019,L,2.5,-172.5,SHK,THRESHER SHARKS NEI,10,1,0.004046044,0,0.000000000,1
2019,L,2.5,-167.5,SHK,THRESHER SHARKS NEI,13,1,0.005928104,0,0.000000000,0
2019,L,2.5,-152.5,SHK,THRESHER SHARKS NEI,16,5,0.022111077,0,0.000000000,5
2019,L,2.5,177.5,SHK,THRESHER SHARKS NEI,7,1,0.007446515,0,0.000000000,1
2019,L,7.5,-152.5,SHK,THRESHER SHARKS NEI,8,2,0.030917635,0,0.000000000,2
2019,L,7.5,132.5,SHK,THRESHER SHARKS NEI,4,7,0.146923012,6,0.125934011,0
2019,L,12.5,-162.5,SHK,THRESHER SHARKS NEI,25,3,0.009370139,2,0.006246759,1
2019,L,12.5,-157.5,SHK,THRESHER SHARKS NEI,26,6,0.024733293,2,0.008244431,4
2019,L,12.5,-152.5,SHK,THRESHER SHARKS NEI,4,1,0.052974519,0,0.000000000,1
2019,L,12.5,132.5,SHK,THRESHER SHARKS NEI,9,19,0.093572551,10,0.049248711,0
2019,L,12.5,137.5,SHK,THRESHER SHARKS NEI,6,5,0.024446650,3,0.014667990,0
2019,L,12.5,152.5,SHK,THRESHER SHARKS NEI,3,4,0.089559591,2,0.044779795,0
2019,L,17.5,-167.5,SHK,THRESHER SHARKS NEI,15,3,0.018511320,0,0.000000000,3
2019,L,17.5,-162.5,SHK,THRESHER SHARKS NEI,73,13,0.008649316,0,0.000000000,13
2019,L,17.5,-157.5,SHK,THRESHER SHARKS NEI,58,13,0.013453073,2,0.002069703,11
2019,L,17.5,-152.5,SHK,THRESHER SHARKS NEI,44,23,0.036333995,3,0.004739217,20
2019,L,17.5,132.5,SHK,THRESHER SHARKS NEI,6,1,0.021703273,0,0.000000000,0
2019,L,22.5,-172.5,SHK,THRESHER SHARKS NEI,8,6,0.032456117,3,0.016228058,3
2019,L,22.5,-152.5,SHK,THRESHER SHARKS NEI,56,3,0.004685267,0,0.000000000,3
2019,L,22.5,147.5,SHK,THRESHER SHARKS NEI,8,3,0.015728876,2,0.010485917,0
2019,L,22.5,152.5,SHK,THRESHER SHARKS NEI,7,1,0.012066656,1,0.012066656,0
2019,L,27.5,-162.5,SHK,THRESHER SHARKS NEI,21,1,0.004090013,1,0.004090013,0
2019,L,27.5,-157.5,SHK,THRESHER SHARKS NEI,54,5,0.006671621,1,0.001334324,4
2019,L,27.5,-152.5,SHK,THRESHER SHARKS NEI,32,7,0.012914676,0,0.000000000,7
2019,L,32.5,-167.5,SHK,THRESHER SHARKS NEI,8,1,0.005601237,0,0.000000000,1
2019,L,32.5,-162.5,SHK,THRESHER SHARKS NEI,8,1,0.011640359,0,0.000000000,1
2019,L,32.5,-157.5,SHK,THRESHER SHARKS NEI,29,1,0.002198822,1,0.002198822,0
2019,L,32.5,-152.5,SHK,THRESHER SHARKS NEI,14,1,0.007780769,0,0.000000000,1
2019,L,32.5,147.5,SHK,THRESHER SHARKS NEI,13,2,0.009759573,0,0.000000000,0
2019,L,32.5,152.5,SHK,THRESHER SHARKS NEI,10,1,0.012033839,0,0.000000000,0
2019,L,32.5,162.5,SHK,THRESHER SHARKS NEI,7,1,0.007760661,1,0.007760661,0
2019,L,37.5,147.5,SHK,THRESHER SHARKS NEI,9,2,0.043644299,0,0.000000000,0
2019,L,37.5,152.5,SHK,THRESHER SHARKS NEI,23,5,0.009088678,2,0.003635471,0
2019,L,37.5,157.5,SHK,THRESHER SHARKS NEI,17,4,0.010002376,2,0.005001188,0
2019,L,37.5,162.5,SHK,THRESHER SHARKS NEI,7,1,0.007376862,0,0.000000000,0
2019,L,37.5,167.5,SHK,THRESHER SHARKS NEI,6,1,0.007165223,0,0.000000000,0
2019,L,42.5,152.5,SHK,THRESHER SHARKS NEI,3,1,0.013221742,0,0.000000000,0
2020,L,-7.5,-167.5,SHK,THRESHER SHARKS NEI,5,1,0.003286782,0,0.000000000,0
2020,L,-2.5,-177.5,SHK,THRESHER SHARKS NEI,3,3,0.026381744,0,0.000000000,0
2020,L,2.5,-172.5,SHK,THRESHER SHARKS NEI,4,7,0.092248491,0,0.000000000,0
2020,L,2.5,-152.5,SHK,THRESHER SHARKS NEI,7,1,0.003088450,0,0.000000000,0
2020,L,2.5,177.5,SHK,THRESHER SHARKS NEI,3,2,0.025698683,0,0.000000000,0
2020,L,7.5,-177.5,SHK,THRESHER SHARKS NEI,4,3,0.027950658,0,0.000000000,0
2020,L,7.5,-172.5,SHK,THRESHER SHARKS NEI,3,1,0.061561192,0,0.000000000,0
2020,L,7.5,-157.5,SHK,THRESHER SHARKS NEI,4,1,0.020796506,0,0.000000000,0
2020,L,7.5,177.5,SHK,THRESHER SHARKS NEI,4,9,0.122850123,0,0.000000000,0
2020,L,12.5,-167.5,SHK,THRESHER SHARKS NEI,10,6,0.030375902,0,0.000000000,6
2020,L,12.5,-162.5,SHK,THRESHER SHARKS NEI,14,1,0.004814567,0,0.000000000,1
2020,L,17.5,-162.5,SHK,THRESHER SHARKS NEI,40,7,0.008206080,2,0.002344594,5
2020,L,17.5,-157.5,SHK,THRESHER SHARKS NEI,39,7,0.012525566,0,0.000000000,7
2020,L,22.5,-152.5,SHK,THRESHER SHARKS NEI,43,1,0.001440526,1,0.001440526,0
2020,L,27.5,-167.5,SHK,THRESHER SHARKS NEI,7,1,0.009716945,0,0.000000000,1
2020,L,27.5,-162.5,SHK,THRESHER SHARKS NEI,24,1,0.002279556,1,0.002279556,0
2020,L,27.5,-157.5,SHK,THRESHER SHARKS NEI,45,3,0.004310320,2,0.002873547,1
2020,L,27.5,-152.5,SHK,THRESHER SHARKS NEI,43,4,0.007006358,1,0.001751590,3
2020,L,32.5,-172.5,SHK,THRESHER SHARKS NEI,7,3,0.015004051,0,0.000000000,3
2020,L,37.5,-152.5,SHK,THRESHER SHARKS NEI,3,1,0.044551368,1,0.044551368,0
2013,L,-17.5,-177.5,SHK,WHALE SHARK,19,1,0.002148251,0,0.000000000,1
2013,L,-2.5,-152.5,SHK,WHALE SHARK,7,1,0.005947885,0,0.000000000,0
2013,L,-7.5,157.5,TTX,FLATBACK TURTLE,12,1,0.004224472,0,0.000000000,1
2013,L,2.5,172.5,TTX,FLATBACK TURTLE,7,2,0.010431717,2,0.010431717,0
2014,L,-7.5,162.5,TTX,FLATBACK TURTLE,4,2,0.014477123,2,0.014477123,0
2014,L,-2.5,162.5,TTX,FLATBACK TURTLE,4,1,0.003796565,1,0.003796565,0
2015,L,-2.5,162.5,TTX,FLATBACK TURTLE,6,1,0.006721062,0,0.000000000,1
2016,L,-17.5,177.5,TTX,FLATBACK TURTLE,49,1,0.000499383,0,0.000000000,1
2016,L,-7.5,177.5,TTX,FLATBACK TURTLE,8,2,0.004357042,1,0.002178521,1
2018,L,-2.5,167.5,TTX,FLATBACK TURTLE,9,1,0.003085829,1,0.003085829,0
2018,L,17.5,172.5,TTX,FLATBACK TURTLE,4,1,0.023756355,1,0.023756355,0
2019,L,-17.5,177.5,TTX,FLATBACK TURTLE,42,1,0.000655837,1,0.000655837,0
2019,L,-12.5,172.5,TTX,FLATBACK TURTLE,22,1,0.002582371,1,0.002582371,0
2020,L,-17.5,177.5,TTX,FLATBACK TURTLE,37,1,0.000627816,0,0.000000000,1
2013,L,-27.5,157.5,TTX,GREEN TURTLE,9,1,0.008785648,1,0.008785648,0
2013,L,-22.5,152.5,TTX,GREEN TURTLE,7,3,0.030358534,1,0.010119511,0
2013,L,-17.5,-177.5,TTX,GREEN TURTLE,19,4,0.008593003,1,0.002148251,3
2013,L,-17.5,152.5,TTX,GREEN TURTLE,4,1,0.022158701,1,0.022158701,0
2013,L,-17.5,177.5,TTX,GREEN TURTLE,24,9,0.008492930,2,0.001887318,7
2013,L,-12.5,157.5,TTX,GREEN TURTLE,9,1,0.004123184,0,0.000000000,1
2013,L,-7.5,-132.5,TTX,GREEN TURTLE,5,1,0.004129228,0,0.000000000,0
2013,L,-7.5,157.5,TTX,GREEN TURTLE,12,1,0.004224472,1,0.004224472,0
2013,L,-7.5,162.5,TTX,GREEN TURTLE,12,1,0.002479433,1,0.002479433,0
2013,L,-7.5,167.5,TTX,GREEN TURTLE,16,4,0.007258514,2,0.003629257,2
2013,L,-2.5,167.5,TTX,GREEN TURTLE,8,1,0.015337188,1,0.015337188,0
2013,L,2.5,-177.5,TTX,GREEN TURTLE,5,2,0.028304156,2,0.028304156,0
2013,L,27.5,-162.5,TTX,GREEN TURTLE,22,1,0.002390897,1,0.002390897,0
2013,L,27.5,-152.5,TTX,GREEN TURTLE,28,1,0.001043935,1,0.001043935,0
2014,L,-22.5,162.5,TTX,GREEN TURTLE,9,1,0.007640587,1,0.007640587,0
2014,L,-22.5,177.5,TTX,GREEN TURTLE,18,2,0.003869415,2,0.003869415,0
2014,L,-17.5,-177.5,TTX,GREEN TURTLE,12,2,0.003671402,1,0.001835701,1
2014,L,-17.5,177.5,TTX,GREEN TURTLE,30,4,0.002665366,4,0.002665366,0
2014,L,-7.5,-167.5,TTX,GREEN TURTLE,10,1,0.005805515,1,0.005805515,0
2014,L,-7.5,-152.5,TTX,GREEN TURTLE,7,1,0.005030206,0,0.000000000,0
2014,L,-7.5,172.5,TTX,GREEN TURTLE,4,1,0.013985036,1,0.013985036,0
2014,L,-2.5,162.5,TTX,GREEN TURTLE,4,3,0.011389695,2,0.007593130,1
2014,L,2.5,157.5,TTX,GREEN TURTLE,4,6,0.021083406,2,0.007027802,3
2014,L,2.5,162.5,TTX,GREEN TURTLE,4,1,0.003732639,0,0.000000000,1
2014,L,7.5,157.5,TTX,GREEN TURTLE,3,1,0.007708852,1,0.007708852,0
2014,L,12.5,-162.5,TTX,GREEN TURTLE,17,1,0.002189501,1,0.002189501,0
2014,L,27.5,-162.5,TTX,GREEN TURTLE,32,1,0.002173984,0,0.000000000,1
2015,L,-17.5,-177.5,TTX,GREEN TURTLE,22,3,0.005844262,1,0.001948087,2
2015,L,-17.5,-157.5,TTX,GREEN TURTLE,3,2,0.105864916,2,0.105864916,0
2015,L,-17.5,177.5,TTX,GREEN TURTLE,43,3,0.001689919,0,0.000000000,3
2015,L,-7.5,-177.5,TTX,GREEN TURTLE,5,1,0.011533626,1,0.011533626,0
2015,L,-2.5,-167.5,TTX,GREEN TURTLE,11,1,0.006914864,1,0.006914864,0
2015,L,-2.5,167.5,TTX,GREEN TURTLE,5,1,0.005376200,1,0.005376200,0
2015,L,-2.5,177.5,TTX,GREEN TURTLE,9,2,0.004982300,1,0.002491150,1
2015,L,2.5,-167.5,TTX,GREEN TURTLE,11,1,0.008976419,1,0.008976419,0
2015,L,2.5,157.5,TTX,GREEN TURTLE,3,1,0.005825130,0,0.000000000,1
2015,L,7.5,132.5,TTX,GREEN TURTLE,5,1,0.016267834,1,0.016267834,0
2015,L,17.5,142.5,TTX,GREEN TURTLE,6,5,0.054717167,0,0.000000000,5
2016,L,-22.5,-177.5,TTX,GREEN TURTLE,10,2,0.009843876,0,0.000000000,2
2016,L,-22.5,157.5,TTX,GREEN TURTLE,8,4,0.041514016,2,0.020757008,1
2016,L,-22.5,167.5,TTX,GREEN TURTLE,4,2,0.038037277,2,0.038037277,0
2016,L,-17.5,177.5,TTX,GREEN TURTLE,49,8,0.003995064,0,0.000000000,8
2016,L,-12.5,-142.5,TTX,GREEN TURTLE,11,2,0.008718586,2,0.008718586,0
2016,L,-12.5,177.5,TTX,GREEN TURTLE,29,5,0.004681232,3,0.002808739,2
2016,L,-7.5,172.5,TTX,GREEN TURTLE,8,2,0.004441829,0,0.000000000,2
2016,L,-2.5,-167.5,TTX,GREEN TURTLE,13,1,0.004520367,1,0.004520367,0
2016,L,-2.5,172.5,TTX,GREEN TURTLE,4,1,0.009646550,0,0.000000000,1
2016,L,2.5,147.5,TTX,GREEN TURTLE,4,1,0.018917538,1,0.018917538,0
2016,L,2.5,162.5,TTX,GREEN TURTLE,7,1,0.009452600,0,0.000000000,1
2016,L,2.5,177.5,TTX,GREEN TURTLE,11,2,0.005277240,2,0.005277240,0
2017,L,-17.5,-177.5,TTX,GREEN TURTLE,21,3,0.005589017,2,0.003726011,1
2017,L,-17.5,172.5,TTX,GREEN TURTLE,15,1,0.003854708,1,0.003854708,0
2017,L,-17.5,177.5,TTX,GREEN TURTLE,37,11,0.006382199,4,0.002320799,7
2017,L,-12.5,-177.5,TTX,GREEN TURTLE,3,1,0.022475446,1,0.022475446,0
2017,L,-12.5,167.5,TTX,GREEN TURTLE,6,1,0.004076541,1,0.004076541,0
2017,L,-12.5,172.5,TTX,GREEN TURTLE,10,1,0.003997330,0,0.000000000,1
2017,L,-12.5,177.5,TTX,GREEN TURTLE,15,1,0.003032205,1,0.003032205,0
2017,L,-7.5,172.5,TTX,GREEN TURTLE,14,2,0.004706558,0,0.000000000,0
2017,L,-7.5,177.5,TTX,GREEN TURTLE,8,1,0.004498729,1,0.004498729,0
2017,L,-2.5,162.5,TTX,GREEN TURTLE,13,4,0.009384516,4,0.009384516,0
2017,L,2.5,142.5,TTX,GREEN TURTLE,5,2,0.029690330,0,0.000000000,2
2017,L,2.5,147.5,TTX,GREEN TURTLE,9,2,0.005458932,0,0.000000000,2
2017,L,2.5,157.5,TTX,GREEN TURTLE,9,1,0.006234103,0,0.000000000,1
2017,L,12.5,-162.5,TTX,GREEN TURTLE,29,1,0.003292821,0,0.000000000,1
2017,L,12.5,172.5,TTX,GREEN TURTLE,10,1,0.010591313,1,0.010591313,0
2017,L,17.5,167.5,TTX,GREEN TURTLE,3,1,0.002929673,0,0.000000000,0
2017,L,22.5,-152.5,TTX,GREEN TURTLE,30,1,0.002692319,1,0.002692319,0
2017,L,32.5,-152.5,TTX,GREEN TURTLE,15,1,0.009140016,0,0.000000000,1
2018,L,-22.5,-177.5,TTX,GREEN TURTLE,20,3,0.012130230,0,0.000000000,3
2018,L,-22.5,162.5,TTX,GREEN TURTLE,13,1,0.006418197,0,0.000000000,1
2018,L,-17.5,-177.5,TTX,GREEN TURTLE,31,2,0.001447420,1,0.000723710,1
2018,L,-17.5,177.5,TTX,GREEN TURTLE,55,9,0.003345670,6,0.002230447,3
2018,L,-12.5,167.5,TTX,GREEN TURTLE,6,1,0.007040716,1,0.007040716,0
2018,L,-12.5,177.5,TTX,GREEN TURTLE,17,1,0.002576071,1,0.002576071,0
2018,L,-7.5,-147.5,TTX,GREEN TURTLE,22,1,0.002460951,1,0.002460951,0
2018,L,-7.5,157.5,TTX,GREEN TURTLE,3,1,0.021330148,0,0.000000000,1
2018,L,-7.5,162.5,TTX,GREEN TURTLE,6,3,0.014976711,3,0.014976711,0
2018,L,-7.5,172.5,TTX,GREEN TURTLE,13,1,0.002307529,1,0.002307529,0
2018,L,-2.5,162.5,TTX,GREEN TURTLE,18,3,0.004630459,3,0.004630459,0
2018,L,-2.5,167.5,TTX,GREEN TURTLE,9,1,0.003085829,0,0.000000000,0
2018,L,2.5,142.5,TTX,GREEN TURTLE,16,7,0.016023733,5,0.011445524,2
2018,L,2.5,147.5,TTX,GREEN TURTLE,19,1,0.000694718,1,0.000694718,0
2018,L,2.5,162.5,TTX,GREEN TURTLE,12,3,0.009113832,3,0.009113832,0
2018,L,2.5,177.5,TTX,GREEN TURTLE,8,1,0.016997552,0,0.000000000,1
2018,L,12.5,-177.5,TTX,GREEN TURTLE,18,1,0.001913114,0,0.000000000,1
2018,L,12.5,-162.5,TTX,GREEN TURTLE,15,1,0.008327157,0,0.000000000,1
2018,L,12.5,157.5,TTX,GREEN TURTLE,7,1,0.001725030,0,0.000000000,1
2018,L,12.5,177.5,TTX,GREEN TURTLE,26,1,0.001678286,0,0.000000000,1
2018,L,17.5,152.5,TTX,GREEN TURTLE,5,1,0.009793744,0,0.000000000,1
2018,L,27.5,-157.5,TTX,GREEN TURTLE,89,1,0.000758646,0,0.000000000,1
2019,L,-22.5,-177.5,TTX,GREEN TURTLE,15,1,0.007328799,1,0.007328799,0
2019,L,-22.5,-172.5,TTX,GREEN TURTLE,3,1,0.007145869,1,0.007145869,0
2019,L,-22.5,177.5,TTX,GREEN TURTLE,26,5,0.007287228,5,0.007287228,0
2019,L,-17.5,-177.5,TTX,GREEN TURTLE,22,4,0.007298125,3,0.005473594,1
2019,L,-17.5,177.5,TTX,GREEN TURTLE,42,10,0.006558366,7,0.004590856,3
2019,L,-12.5,172.5,TTX,GREEN TURTLE,22,1,0.002582371,0,0.000000000,1
2019,L,-12.5,177.5,TTX,GREEN TURTLE,26,1,0.000680323,1,0.000680323,0
2019,L,-7.5,172.5,TTX,GREEN TURTLE,11,1,0.003155918,1,0.003155918,0
2019,L,2.5,-177.5,TTX,GREEN TURTLE,6,1,0.011978343,1,0.011978343,0
2019,L,12.5,132.5,TTX,GREEN TURTLE,9,5,0.024624355,0,0.000000000,5
2019,L,12.5,137.5,TTX,GREEN TURTLE,6,8,0.039114640,0,0.000000000,8
2019,L,17.5,-152.5,TTX,GREEN TURTLE,44,1,0.001579739,1,0.001579739,0
2019,L,32.5,-167.5,TTX,GREEN TURTLE,8,1,0.005601237,1,0.005601237,0
2019,L,37.5,152.5,TTX,GREEN TURTLE,23,1,0.001817736,1,0.001817736,0
2020,L,-22.5,177.5,TTX,GREEN TURTLE,23,2,0.002513349,0,0.000000000,2
2020,L,-17.5,-177.5,TTX,GREEN TURTLE,26,3,0.005530290,2,0.003686860,1
2020,L,-17.5,177.5,TTX,GREEN TURTLE,37,12,0.007533789,5,0.003139079,7
2020,L,-12.5,167.5,TTX,GREEN TURTLE,5,1,0.006477187,1,0.006477187,0
2020,L,-12.5,177.5,TTX,GREEN TURTLE,14,2,0.004434098,1,0.002217049,0
2020,L,2.5,-152.5,TTX,GREEN TURTLE,7,1,0.003088450,1,0.003088450,0
2020,L,22.5,-152.5,TTX,GREEN TURTLE,43,1,0.001440526,1,0.001440526,0
2013,L,-17.5,-177.5,TTX,HAWKSBILL TURTLE,19,2,0.004296502,0,0.000000000,2
2013,L,-17.5,177.5,TTX,HAWKSBILL TURTLE,24,4,0.003774635,3,0.002830977,1
2013,L,-12.5,162.5,TTX,HAWKSBILL TURTLE,10,1,0.003298284,1,0.003298284,0
2014,L,-22.5,177.5,TTX,HAWKSBILL TURTLE,18,1,0.001934707,1,0.001934707,0
2014,L,-17.5,-177.5,TTX,HAWKSBILL TURTLE,12,1,0.001835701,1,0.001835701,0
2014,L,-17.5,172.5,TTX,HAWKSBILL TURTLE,11,2,0.010565687,0,0.000000000,2
2014,L,-17.5,177.5,TTX,HAWKSBILL TURTLE,30,1,0.000666341,0,0.000000000,1
2014,L,-12.5,-152.5,TTX,HAWKSBILL TURTLE,5,1,0.017058442,1,0.017058442,0
2014,L,-12.5,177.5,TTX,HAWKSBILL TURTLE,8,1,0.008674682,1,0.008674682,0
2014,L,-2.5,162.5,TTX,HAWKSBILL TURTLE,4,3,0.011389695,1,0.003796565,1
2014,L,2.5,157.5,TTX,HAWKSBILL TURTLE,4,4,0.014055604,2,0.007027802,2
2015,L,-22.5,177.5,TTX,HAWKSBILL TURTLE,23,1,0.001394535,0,0.000000000,1
2015,L,-17.5,172.5,TTX,HAWKSBILL TURTLE,18,1,0.002271824,1,0.002271824,0
2015,L,-17.5,177.5,TTX,HAWKSBILL TURTLE,43,3,0.001689919,0,0.000000000,3
2015,L,-2.5,167.5,TTX,HAWKSBILL TURTLE,5,1,0.005376200,1,0.005376200,0
2015,L,-2.5,172.5,TTX,HAWKSBILL TURTLE,8,2,0.004871217,2,0.004871217,0
2016,L,-22.5,157.5,TTX,HAWKSBILL TURTLE,8,2,0.020757008,0,0.000000000,2
2016,L,-17.5,-177.5,TTX,HAWKSBILL TURTLE,25,1,0.001130274,0,0.000000000,1
2016,L,-17.5,177.5,TTX,HAWKSBILL TURTLE,49,10,0.004993830,5,0.002496915,5
2016,L,2.5,177.5,TTX,HAWKSBILL TURTLE,11,1,0.002638620,1,0.002638620,0
2017,L,-17.5,-177.5,TTX,HAWKSBILL TURTLE,21,1,0.001863006,0,0.000000000,1
2017,L,-17.5,177.5,TTX,HAWKSBILL TURTLE,37,19,0.011023797,8,0.004641599,11
2018,L,-22.5,172.5,TTX,HAWKSBILL TURTLE,22,1,0.002265924,1,0.002265924,0
2018,L,-17.5,-177.5,TTX,HAWKSBILL TURTLE,31,6,0.004342260,2,0.001447420,4
2018,L,-17.5,177.5,TTX,HAWKSBILL TURTLE,55,16,0.005947858,5,0.001858706,11
2019,L,-22.5,177.5,TTX,HAWKSBILL TURTLE,26,1,0.001457446,0,0.000000000,1
2019,L,-17.5,-177.5,TTX,HAWKSBILL TURTLE,22,1,0.001824531,1,0.001824531,0
2019,L,-17.5,177.5,TTX,HAWKSBILL TURTLE,42,5,0.003279183,3,0.001967510,2
2019,L,-12.5,177.5,TTX,HAWKSBILL TURTLE,26,1,0.000680323,1,0.000680323,0
2019,L,-2.5,-177.5,TTX,HAWKSBILL TURTLE,13,1,0.002587550,1,0.002587550,0
2019,L,12.5,137.5,TTX,HAWKSBILL TURTLE,6,1,0.004889330,0,0.000000000,1
2019,L,17.5,162.5,TTX,HAWKSBILL TURTLE,7,1,0.003646095,0,0.000000000,1
2020,L,-22.5,177.5,TTX,HAWKSBILL TURTLE,23,1,0.001256675,1,0.001256675,0
2020,L,-17.5,-177.5,TTX,HAWKSBILL TURTLE,26,2,0.003686860,1,0.001843430,1
2020,L,-17.5,172.5,TTX,HAWKSBILL TURTLE,23,1,0.000948069,0,0.000000000,0
2020,L,-17.5,177.5,TTX,HAWKSBILL TURTLE,37,3,0.001883447,1,0.000627816,2
2020,L,-12.5,-147.5,TTX,HAWKSBILL TURTLE,12,1,0.003089614,1,0.003089614,0
2013,L,-27.5,-172.5,TTX,LEATHERBACK TURTLE,5,1,0.009141353,0,0.000000000,1
2013,L,-22.5,152.5,TTX,LEATHERBACK TURTLE,7,2,0.020239023,0,0.000000000,0
2013,L,-17.5,-162.5,TTX,LEATHERBACK TURTLE,3,1,0.014123097,0,0.000000000,1
2013,L,-17.5,177.5,TTX,LEATHERBACK TURTLE,24,3,0.002830977,0,0.000000000,3
2013,L,-12.5,-152.5,TTX,LEATHERBACK TURTLE,6,1,0.006396234,0,0.000000000,1
2013,L,-12.5,-132.5,TTX,LEATHERBACK TURTLE,8,1,0.003221172,0,0.000000000,0
2013,L,-7.5,-162.5,TTX,LEATHERBACK TURTLE,10,1,0.004471312,1,0.004471312,0
2013,L,-7.5,-147.5,TTX,LEATHERBACK TURTLE,4,1,0.007964193,0,0.000000000,0
2013,L,-7.5,-142.5,TTX,LEATHERBACK TURTLE,5,1,0.052126772,0,0.000000000,0
2013,L,-7.5,-132.5,TTX,LEATHERBACK TURTLE,5,1,0.004129228,0,0.000000000,0
2013,L,-7.5,162.5,TTX,LEATHERBACK TURTLE,12,1,0.002479433,0,0.000000000,1
2013,L,-2.5,172.5,TTX,LEATHERBACK TURTLE,8,1,0.017770827,0,0.000000000,1
2013,L,2.5,172.5,TTX,LEATHERBACK TURTLE,7,1,0.005215858,0,0.000000000,0
2013,L,2.5,177.5,TTX,LEATHERBACK TURTLE,11,1,0.002804931,0,0.000000000,1
2013,L,7.5,-162.5,TTX,LEATHERBACK TURTLE,4,1,0.011124584,0,0.000000000,1
2013,L,7.5,177.5,TTX,LEATHERBACK TURTLE,8,2,0.014682886,0,0.000000000,2
2013,L,27.5,-167.5,TTX,LEATHERBACK TURTLE,8,1,0.016301779,0,0.000000000,1
2013,L,27.5,-162.5,TTX,LEATHERBACK TURTLE,22,1,0.002390897,0,0.000000000,1
2013,L,27.5,-157.5,TTX,LEATHERBACK TURTLE,38,1,0.001147662,0,0.000000000,1
2013,L,32.5,-162.5,TTX,LEATHERBACK TURTLE,13,1,0.007393169,0,0.000000000,1
2014,L,-22.5,157.5,TTX,LEATHERBACK TURTLE,6,1,0.018737820,0,0.000000000,0
2014,L,-17.5,-177.5,TTX,LEATHERBACK TURTLE,12,1,0.001835701,0,0.000000000,1
2014,L,-17.5,177.5,TTX,LEATHERBACK TURTLE,30,3,0.001999024,0,0.000000000,3
2014,L,-7.5,162.5,TTX,LEATHERBACK TURTLE,4,1,0.007238561,0,0.000000000,1
2014,L,-2.5,-162.5,TTX,LEATHERBACK TURTLE,10,1,0.006039340,0,0.000000000,0
2014,L,-2.5,-152.5,TTX,LEATHERBACK TURTLE,5,1,0.006617345,1,0.006617345,0
2014,L,7.5,-162.5,TTX,LEATHERBACK TURTLE,3,1,0.032196787,1,0.032196787,0
2014,L,12.5,-167.5,TTX,LEATHERBACK TURTLE,25,3,0.004533571,1,0.001511190,2
2014,L,17.5,-162.5,TTX,LEATHERBACK TURTLE,37,1,0.001776773,0,0.000000000,1
2014,L,27.5,-167.5,TTX,LEATHERBACK TURTLE,15,1,0.011775928,0,0.000000000,1
2014,L,27.5,-162.5,TTX,LEATHERBACK TURTLE,32,1,0.002173984,0,0.000000000,1
2014,L,27.5,-157.5,TTX,LEATHERBACK TURTLE,45,2,0.002294999,0,0.000000000,2
2014,L,27.5,-152.5,TTX,LEATHERBACK TURTLE,30,1,0.001312114,0,0.000000000,0
2014,L,32.5,-167.5,TTX,LEATHERBACK TURTLE,8,2,0.013221305,0,0.000000000,2
2014,L,32.5,-162.5,TTX,LEATHERBACK TURTLE,17,1,0.003563970,0,0.000000000,1
2015,L,-17.5,172.5,TTX,LEATHERBACK TURTLE,18,2,0.004543647,0,0.000000000,2
2015,L,-17.5,177.5,TTX,LEATHERBACK TURTLE,43,4,0.002253225,0,0.000000000,4
2015,L,-2.5,-177.5,TTX,LEATHERBACK TURTLE,5,2,0.011743912,2,0.011743912,0
2015,L,-2.5,-167.5,TTX,LEATHERBACK TURTLE,11,1,0.006914864,0,0.000000000,1
2015,L,2.5,-172.5,TTX,LEATHERBACK TURTLE,6,1,0.006122536,1,0.006122536,0
2015,L,2.5,-152.5,TTX,LEATHERBACK TURTLE,6,1,0.020127609,0,0.000000000,0
2015,L,12.5,152.5,TTX,LEATHERBACK TURTLE,4,1,0.039457071,0,0.000000000,1
