"lat","lon","year","hooks","fleet","res","reslat","reslon","pixels","hooks2"
-10,55,2019,4832,"SYC","5*5",1,1,1,4832
-10,55,2019,904,"SYC","5*5",1,1,1,904
-5,50,2019,11763,"SYC","5*5",1,1,1,11763
-5,55,2019,1005,"SYC","5*5",1,1,1,1005
-5,50,2019,10524,"SYC","5*5",1,1,1,10524
-5,50,2019,2266,"SYC","5*5",1,1,1,2266
-10,50,2019,603,"SYC","5*5",1,1,1,603
-10,55,2019,15082,"SYC","5*5",1,1,1,15082
-10,55,2019,2009,"SYC","5*5",1,1,1,2009
-10,55,2019,753,"SYC","5*5",1,1,1,753
-5,50,2019,11402,"SYC","5*5",1,1,1,11402
-5,55,2019,4169,"SYC","5*5",1,1,1,4169
-5,50,2019,4561,"SYC","5*5",1,1,1,4561
-10,50,2019,7735,"SYC","5*5",1,1,1,7735
-10,50,2019,6680,"SYC","5*5",1,1,1,6680
-10,55,2019,5485,"SYC","5*5",1,1,1,5485
-10,50,2019,5274,"SYC","5*5",1,1,1,5274
-10,55,2019,1023,"SYC","5*5",1,1,1,1023
-35,20,2019,2400,"ZAF","5*5",1,1,1,2400
-35,20,2019,11400,"ZAF","5*5",1,1,1,11400
-35,25,2019,10500,"ZAF","5*5",1,1,1,10500
-40,20,2019,13275,"ZAF","5*5",1,1,1,13275
-40,20,2019,18100,"ZAF","5*5",1,1,1,18100
-40,20,2019,4200,"ZAF","5*5",1,1,1,4200
-40,20,2019,2525,"ZAF","5*5",1,1,1,2525
-40,20,2019,1390,"ZAF","5*5",1,1,1,1390
-30,30,2019,7000,"ZAF","5*5",1,1,1,7000
-30,30,2019,1200,"ZAF","5*5",1,1,1,1200
-30,30,2019,1250,"ZAF","5*5",1,1,1,1250
-30,30,2019,3600,"ZAF","5*5",1,1,1,3600
-35,30,2019,4800,"ZAF","5*5",1,1,1,4800
-40,20,2019,43495,"ZAF","5*5",1,1,1,43495
-40,20,2019,22754,"ZAF","5*5",1,1,1,22754
-40,20,2019,1550,"ZAF","5*5",1,1,1,1550
-40,20,2019,1155,"ZAF","5*5",1,1,1,1155
-40,20,2019,2000,"ZAF","5*5",1,1,1,2000
-30,30,2019,1000,"ZAF","5*5",1,1,1,1000
-30,30,2019,2500,"ZAF","5*5",1,1,1,2500
-30,30,2019,6200,"ZAF","5*5",1,1,1,6200
-35,30,2019,5100,"ZAF","5*5",1,1,1,5100
-35,30,2019,1200,"ZAF","5*5",1,1,1,1200
-35,25,2019,1200,"ZAF","5*5",1,1,1,1200
-35,25,2019,2200,"ZAF","5*5",1,1,1,2200
-35,25,2019,6000,"ZAF","5*5",1,1,1,6000
-35,25,2019,1000,"ZAF","5*5",1,1,1,1000
-35,25,2019,1200,"ZAF","5*5",1,1,1,1200
-40,20,2019,33204,"ZAF","5*5",1,1,1,33204
-40,20,2019,36151,"ZAF","5*5",1,1,1,36151
-40,20,2019,1560,"ZAF","5*5",1,1,1,1560
-40,20,2019,1700,"ZAF","5*5",1,1,1,1700
-40,20,2019,1490,"ZAF","5*5",1,1,1,1490
-30,30,2019,6300,"ZAF","5*5",1,1,1,6300
-30,30,2019,2600,"ZAF","5*5",1,1,1,2600
-30,30,2019,1200,"ZAF","5*5",1,1,1,1200
-30,30,2019,12800,"ZAF","5*5",1,1,1,12800
-30,30,2019,2200,"ZAF","5*5",1,1,1,2200
-30,30,2019,4000,"ZAF","5*5",1,1,1,4000
-35,30,2019,8320,"ZAF","5*5",1,1,1,8320
-35,30,2019,4200,"ZAF","5*5",1,1,1,4200
-35,20,2019,4180,"ZAF","5*5",1,1,1,4180
-35,25,2019,19948,"ZAF","5*5",1,1,1,19948
-40,20,2019,1600,"ZAF","5*5",1,1,1,1600
-40,20,2019,13000,"ZAF","5*5",1,1,1,13000
-40,20,2019,11100,"ZAF","5*5",1,1,1,11100
-40,20,2019,1300,"ZAF","5*5",1,1,1,1300
-40,20,2019,1300,"ZAF","5*5",1,1,1,1300
-30,30,2019,1360,"ZAF","5*5",1,1,1,1360
-30,30,2019,1300,"ZAF","5*5",1,1,1,1300
-30,30,2019,1300,"ZAF","5*5",1,1,1,1300
-30,30,2019,6620,"ZAF","5*5",1,1,1,6620
-30,30,2019,2640,"ZAF","5*5",1,1,1,2640
-30,30,2019,6100,"ZAF","5*5",1,1,1,6100
-30,30,2019,9510,"ZAF","5*5",1,1,1,9510
-35,30,2019,58136,"ZAF","5*5",1,1,1,58136
-35,30,2019,3120,"ZAF","5*5",1,1,1,3120
-35,30,2019,7920,"ZAF","5*5",1,1,1,7920
-35,30,2019,3336,"ZAF","5*5",1,1,1,3336
-35,25,2019,400,"ZAF","5*5",1,1,1,400
-35,25,2019,2400,"ZAF","5*5",1,1,1,2400
-35,25,2019,5054,"ZAF","5*5",1,1,1,5054
-35,25,2019,1300,"ZAF","5*5",1,1,1,1300
-35,20,2019,7920,"ZAF","5*5",1,1,1,7920
-35,25,2019,75704,"ZAF","5*5",1,1,1,75704
-35,25,2019,4032,"ZAF","5*5",1,1,1,4032
-35,25,2019,2652,"ZAF","5*5",1,1,1,2652
-30,30,2019,1300,"ZAF","5*5",1,1,1,1300
-30,35,2019,15433,"ZAF","5*5",1,1,1,15433
-30,35,2019,5170,"ZAF","5*5",1,1,1,5170
-30,30,2019,5100,"ZAF","5*5",1,1,1,5100
-30,30,2019,12886,"ZAF","5*5",1,1,1,12886
-30,35,2019,19921,"ZAF","5*5",1,1,1,19921
-30,35,2019,9647,"ZAF","5*5",1,1,1,9647
-30,35,2019,19800,"ZAF","5*5",1,1,1,19800
-30,30,2019,7350,"ZAF","5*5",1,1,1,7350
-30,30,2019,18500,"ZAF","5*5",1,1,1,18500
-30,30,2019,3080,"ZAF","5*5",1,1,1,3080
-30,35,2019,19800,"ZAF","5*5",1,1,1,19800
-35,30,2019,61439,"ZAF","5*5",1,1,1,61439
-35,30,2019,6800,"ZAF","5*5",1,1,1,6800
-35,25,2019,900,"ZAF","5*5",1,1,1,900
-35,25,2019,5120,"ZAF","5*5",1,1,1,5120
-35,25,2019,24204,"ZAF","5*5",1,1,1,24204
-35,25,2019,4020,"ZAF","5*5",1,1,1,4020
-40,20,2019,2730,"ZAF","5*5",1,1,1,2730
-40,30,2019,9600,"ZAF","5*5",1,1,1,9600
-30,30,2019,16900,"ZAF","5*5",1,1,1,16900
-30,30,2019,1400,"ZAF","5*5",1,1,1,1400
-30,30,2019,2600,"ZAF","5*5",1,1,1,2600
-30,30,2019,3650,"ZAF","5*5",1,1,1,3650
-30,30,2019,1300,"ZAF","5*5",1,1,1,1300
-30,35,2019,1300,"ZAF","5*5",1,1,1,1300
-30,30,2019,7100,"ZAF","5*5",1,1,1,7100
-30,30,2019,7200,"ZAF","5*5",1,1,1,7200
-35,30,2019,9336,"ZAF","5*5",1,1,1,9336
-35,30,2019,1500,"ZAF","5*5",1,1,1,1500
-35,30,2019,3360,"ZAF","5*5",1,1,1,3360
-35,35,2019,6600,"ZAF","5*5",1,1,1,6600
-35,30,2019,6600,"ZAF","5*5",1,1,1,6600
-35,35,2019,3300,"ZAF","5*5",1,1,1,3300
-35,20,2019,2880,"ZAF","5*5",1,1,1,2880
-35,30,2019,32337,"ZAF","5*5",1,1,1,32337
-35,35,2019,3300,"ZAF","5*5",1,1,1,3300
-40,35,2019,3300,"ZAF","5*5",1,1,1,3300
-40,20,2019,1400,"ZAF","5*5",1,1,1,1400
-40,25,2019,2915,"ZAF","5*5",1,1,1,2915
-40,30,2019,17520,"ZAF","5*5",1,1,1,17520
-40,30,2019,7785,"ZAF","5*5",1,1,1,7785
-40,35,2019,13200,"ZAF","5*5",1,1,1,13200
-40,35,2019,3300,"ZAF","5*5",1,1,1,3300
-40,25,2019,2640,"ZAF","5*5",1,1,1,2640
-40,30,2019,12900,"ZAF","5*5",1,1,1,12900
-40,30,2019,6180,"ZAF","5*5",1,1,1,6180
-40,35,2019,3300,"ZAF","5*5",1,1,1,3300
-40,30,2019,9000,"ZAF","5*5",1,1,1,9000
-40,30,2019,5592,"ZAF","5*5",1,1,1,5592
-40,30,2019,20148,"ZAF","5*5",1,1,1,20148
-40,35,2019,10152,"ZAF","5*5",1,1,1,10152
-40,25,2019,3157,"ZAF","5*5",1,1,1,3157
-40,25,2019,15237,"ZAF","5*5",1,1,1,15237
-40,30,2019,9229,"ZAF","5*5",1,1,1,9229
-40,30,2019,3003,"ZAF","5*5",1,1,1,3003
-45,25,2019,6648,"ZAF","5*5",1,1,1,6648
-45,25,2019,12000,"ZAF","5*5",1,1,1,12000
-45,30,2019,3336,"ZAF","5*5",1,1,1,3336
-45,30,2019,3348,"ZAF","5*5",1,1,1,3348
-45,20,2019,6360,"ZAF","5*5",1,1,1,6360
-30,30,2019,8800,"ZAF","5*5",1,1,1,8800
-30,30,2019,14300,"ZAF","5*5",1,1,1,14300
-30,30,2019,1300,"ZAF","5*5",1,1,1,1300
-30,30,2019,1200,"ZAF","5*5",1,1,1,1200
-30,30,2019,2600,"ZAF","5*5",1,1,1,2600
-30,35,2019,6444,"ZAF","5*5",1,1,1,6444
-35,30,2019,13392,"ZAF","5*5",1,1,1,13392
-35,35,2019,32696,"ZAF","5*5",1,1,1,32696
-35,35,2019,6696,"ZAF","5*5",1,1,1,6696
-35,35,2019,6600,"ZAF","5*5",1,1,1,6600
-35,35,2019,3300,"ZAF","5*5",1,1,1,3300
-35,25,2019,9340,"ZAF","5*5",1,1,1,9340
-35,35,2019,3300,"ZAF","5*5",1,1,1,3300
-35,25,2019,18852,"ZAF","5*5",1,1,1,18852
-35,25,2019,6444,"ZAF","5*5",1,1,1,6444
-35,25,2019,3096,"ZAF","5*5",1,1,1,3096
-40,20,2019,20785,"ZAF","5*5",1,1,1,20785
-40,20,2019,3060,"ZAF","5*5",1,1,1,3060
-40,20,2019,6880,"ZAF","5*5",1,1,1,6880
-30,30,2019,1300,"ZAF","5*5",1,1,1,1300
-30,30,2019,1300,"ZAF","5*5",1,1,1,1300
-30,35,2019,2600,"ZAF","5*5",1,1,1,2600
-30,35,2019,1300,"ZAF","5*5",1,1,1,1300
-35,25,2019,1300,"ZAF","5*5",1,1,1,1300
-40,20,2019,30190,"ZAF","5*5",1,1,1,30190
-40,20,2019,11988,"ZAF","5*5",1,1,1,11988
-30,35,2019,1300,"ZAF","5*5",1,1,1,1300
-35,35,2019,1300,"ZAF","5*5",1,1,1,1300
-35,25,2019,1300,"ZAF","5*5",1,1,1,1300
-40,20,2019,1300,"ZAF","5*5",1,1,1,1300
-35,25,2019,6350,"ZAF","5*5",1,1,1,6350
-35,25,2019,3950,"ZAF","5*5",1,1,1,3950
-40,20,2019,25450,"ZAF","5*5",1,1,1,25450
-40,20,2019,1400,"ZAF","5*5",1,1,1,1400
-5,-40,2019,1200,"003BR00","5*5",5,5,1,1200
-10,-40,2019,12500,"003BR00","5*5",5,5,1,12500
-15,-35,2019,8750,"003BR00","5*5",5,5,1,8750
-30,-50,2019,4825,"003BR00","5*5",5,5,1,4825
-40,-55,2019,37000,"003BR00","5*5",5,5,1,37000
-45,-55,2019,1300,"003BR00","5*5",5,5,1,1300
0,-40,2019,8080,"003BR00","5*5",5,5,1,8080
0,-45,2019,2669,"003BR00","5*5",5,5,1,2669
5,-30,2019,1700,"003BR00","5*5",5,5,1,1700
5,-35,2019,48500,"003BR00","5*5",5,5,1,48500
5,-40,2019,168575,"003BR00","5*5",5,5,1,168575
5,-45,2019,38449,"003BR00","5*5",5,5,1,38449
-10,-35,2019,9800,"003BR00","5*5",5,5,1,9800
-15,-30,2019,3700,"003BR00","5*5",5,5,1,3700
-15,-35,2019,13700,"003BR00","5*5",5,5,1,13700
-15,-40,2019,3600,"003BR00","5*5",5,5,1,3600
-30,-50,2019,10400,"003BR00","5*5",5,5,1,10400
-35,-55,2019,2500,"003BR00","5*5",5,5,1,2500
-40,-50,2019,2400,"003BR00","5*5",5,5,1,2400
-40,-55,2019,51650,"003BR00","5*5",5,5,1,51650
-45,-55,2019,1000,"003BR00","5*5",5,5,1,1000
0,-40,2019,3800,"003BR00","5*5",5,5,1,3800
0,-45,2019,7230,"003BR00","5*5",5,5,1,7230
5,-35,2019,46500,"003BR00","5*5",5,5,1,46500
5,-40,2019,92020,"003BR00","5*5",5,5,1,92020
5,-45,2019,88887,"003BR00","5*5",5,5,1,88887
-30,-50,2019,20000,"003BR00","5*5",5,5,1,20000
-35,-50,2019,6800,"003BR00","5*5",5,5,1,6800
-35,-55,2019,1200,"003BR00","5*5",5,5,1,1200
-40,-55,2019,29800,"003BR00","5*5",5,5,1,29800
-45,-55,2019,1000,"003BR00","5*5",5,5,1,1000
0,-35,2019,2750,"003BR00","5*5",5,5,1,2750
0,-40,2019,25100,"003BR00","5*5",5,5,1,25100
0,-45,2019,13350,"003BR00","5*5",5,5,1,13350
5,-30,2019,5000,"003BR00","5*5",5,5,1,5000
5,-35,2019,86300,"003BR00","5*5",5,5,1,86300
5,-40,2019,92200,"003BR00","5*5",5,5,1,92200
5,-45,2019,70712,"003BR00","5*5",5,5,1,70712
10,-40,2019,1500,"003BR00","5*5",5,5,1,1500
-30,-50,2019,2318,"003BR00","5*5",5,5,1,2318
-35,-55,2019,7800,"003BR00","5*5",5,5,1,7800
-40,-55,2019,33600,"003BR00","5*5",5,5,1,33600
0,-35,2019,6600,"003BR00","5*5",5,5,1,6600
0,-40,2019,5350,"003BR00","5*5",5,5,1,5350
0,-45,2019,5930,"003BR00","5*5",5,5,1,5930
5,-30,2019,1300,"003BR00","5*5",5,5,1,1300
5,-35,2019,25440,"003BR00","5*5",5,5,1,25440
5,-40,2019,139500,"003BR00","5*5",5,5,1,139500
5,-45,2019,85071,"003BR00","5*5",5,5,1,85071
10,-40,2019,13800,"003BR00","5*5",5,5,1,13800
-5,-45,2019,8750,"003BR00","5*5",5,5,1,8750
-25,-30,2019,1200,"003BR00","5*5",5,5,1,1200
-25,-35,2019,33600,"003BR00","5*5",5,5,1,33600
-30,-50,2019,14607,"003BR00","5*5",5,5,1,14607
-35,-55,2019,5400,"003BR00","5*5",5,5,1,5400
-40,-55,2019,16500,"003BR00","5*5",5,5,1,16500
0,-35,2019,2400,"003BR00","5*5",5,5,1,2400
0,-40,2019,2400,"003BR00","5*5",5,5,1,2400
0,-45,2019,35994,"003BR00","5*5",5,5,1,35994
0,-50,2019,4300,"003BR00","5*5",5,5,1,4300
5,-35,2019,3600,"003BR00","5*5",5,5,1,3600
5,-40,2019,4750,"003BR00","5*5",5,5,1,4750
5,-45,2019,77000,"003BR00","5*5",5,5,1,77000
5,-50,2019,16100,"003BR00","5*5",5,5,1,16100
10,-45,2019,1000,"003BR00","5*5",5,5,1,1000
-5,-40,2019,6250,"003BR00","5*5",5,5,1,6250
-5,-45,2019,1300,"003BR00","5*5",5,5,1,1300
-20,-35,2019,2200,"003BR00","5*5",5,5,1,2200
-25,-35,2019,32000,"003BR00","5*5",5,5,1,32000
-25,-40,2019,4000,"003BR00","5*5",5,5,1,4000
-30,-50,2019,10400,"003BR00","5*5",5,5,1,10400
-40,-55,2019,34000,"003BR00","5*5",5,5,1,34000
-45,-55,2019,1000,"003BR00","5*5",5,5,1,1000
0,-40,2019,16810,"003BR00","5*5",5,5,1,16810
0,-45,2019,79045,"003BR00","5*5",5,5,1,79045
0,-50,2019,27500,"003BR00","5*5",5,5,1,27500
5,-40,2019,12550,"003BR00","5*5",5,5,1,12550
5,-45,2019,39413,"003BR00","5*5",5,5,1,39413
5,-50,2019,15800,"003BR00","5*5",5,5,1,15800
-5,-35,2019,1300,"003BR00","5*5",5,5,1,1300
-10,-30,2019,29150,"003BR00","5*5",5,5,1,29150
-10,-35,2019,12900,"003BR00","5*5",5,5,1,12900
-15,-30,2019,18650,"003BR00","5*5",5,5,1,18650
-15,-35,2019,14250,"003BR00","5*5",5,5,1,14250
-15,-40,2019,1200,"003BR00","5*5",5,5,1,1200
-25,-35,2019,18000,"003BR00","5*5",5,5,1,18000
-40,-55,2019,9300,"003BR00","5*5",5,5,1,9300
0,-30,2019,1400,"003BR00","5*5",5,5,1,1400
0,-35,2019,9300,"003BR00","5*5",5,5,1,9300
0,-40,2019,2800,"003BR00","5*5",5,5,1,2800
5,-30,2019,1000,"003BR00","5*5",5,5,1,1000
5,-35,2019,34240,"003BR00","5*5",5,5,1,34240
10,-30,2019,4780,"003BR00","5*5",5,5,1,4780
10,-35,2019,9843,"003BR00","5*5",5,5,1,9843
-5,-35,2019,4350,"003BR00","5*5",5,5,1,4350
-5,-40,2019,1450,"003BR00","5*5",5,5,1,1450
-10,-35,2019,11600,"003BR00","5*5",5,5,1,11600
-25,-45,2019,3000,"003BR00","5*5",5,5,1,3000
-30,-45,2019,10176,"003BR00","5*5",5,5,1,10176
-30,-50,2019,1176,"003BR00","5*5",5,5,1,1176
-35,-50,2019,43348,"003BR00","5*5",5,5,1,43348
-40,-55,2019,5300,"003BR00","5*5",5,5,1,5300
0,-35,2019,12100,"003BR00","5*5",5,5,1,12100
0,-40,2019,18200,"003BR00","5*5",5,5,1,18200
0,-50,2019,2000,"003BR00","5*5",5,5,1,2000
5,-35,2019,13800,"003BR00","5*5",5,5,1,13800
5,-40,2019,37550,"003BR00","5*5",5,5,1,37550
5,-45,2019,6400,"003BR00","5*5",5,5,1,6400
5,-50,2019,4000,"003BR00","5*5",5,5,1,4000
-5,-35,2019,18600,"003BR00","5*5",5,5,1,18600
-10,-30,2019,17400,"003BR00","5*5",5,5,1,17400
-10,-35,2019,71640,"003BR00","5*5",5,5,1,71640
-10,-40,2019,4175,"003BR00","5*5",5,5,1,4175
0,-35,2019,57479,"003BR00","5*5",5,5,1,57479
0,-40,2019,15385,"003BR00","5*5",5,5,1,15385
0,-45,2019,1400,"003BR00","5*5",5,5,1,1400
5,-25,2019,1500,"003BR00","5*5",5,5,1,1500
5,-35,2019,34688,"003BR00","5*5",5,5,1,34688
5,-40,2019,10800,"003BR00","5*5",5,5,1,10800
10,-35,2019,1200,"003BR00","5*5",5,5,1,1200
10,-40,2019,9600,"003BR00","5*5",5,5,1,9600
-5,-30,2019,1280,"003BR00","5*5",5,5,1,1280
-5,-35,2019,51369,"003BR00","5*5",5,5,1,51369
-10,-25,2019,1400,"003BR00","5*5",5,5,1,1400
-10,-30,2019,68075,"003BR00","5*5",5,5,1,68075
-10,-35,2019,169156,"003BR00","5*5",5,5,1,169156
-10,-40,2019,5180,"003BR00","5*5",5,5,1,5180
-15,-35,2019,23750,"003BR00","5*5",5,5,1,23750
-15,-40,2019,6000,"003BR00","5*5",5,5,1,6000
-25,-35,2019,11000,"003BR00","5*5",5,5,1,11000
-25,-40,2019,17800,"003BR00","5*5",5,5,1,17800
-25,-45,2019,800,"003BR00","5*5",5,5,1,800
-40,-55,2019,1200,"003BR00","5*5",5,5,1,1200
0,-40,2019,15300,"003BR00","5*5",5,5,1,15300
0,-45,2019,3400,"003BR00","5*5",5,5,1,3400
5,-30,2019,1700,"003BR00","5*5",5,5,1,1700
5,-35,2019,9000,"003BR00","5*5",5,5,1,9000
5,-40,2019,1700,"003BR00","5*5",5,5,1,1700
10,-40,2019,7500,"003BR00","5*5",5,5,1,7500
-5,-35,2019,6585,"003BR00","5*5",5,5,1,6585
-5,-40,2019,1920,"003BR00","5*5",5,5,1,1920
-10,-25,2019,7500,"003BR00","5*5",5,5,1,7500
-10,-30,2019,29700,"003BR00","5*5",5,5,1,29700
-10,-35,2019,78940,"003BR00","5*5",5,5,1,78940
-10,-40,2019,960,"003BR00","5*5",5,5,1,960
-15,-35,2019,22000,"003BR00","5*5",5,5,1,22000
-15,-40,2019,7200,"003BR00","5*5",5,5,1,7200
-25,-35,2019,28650,"003BR00","5*5",5,5,1,28650
-30,-35,2019,39250,"003BR00","5*5",5,5,1,39250
-30,-40,2019,7800,"003BR00","5*5",5,5,1,7800
-35,-35,2019,1000,"003BR00","5*5",5,5,1,1000
-35,-40,2019,2400,"003BR00","5*5",5,5,1,2400
-35,-55,2019,4000,"003BR00","5*5",5,5,1,4000
-40,-40,2019,9600,"003BR00","5*5",5,5,1,9600
-40,-45,2019,4800,"003BR00","5*5",5,5,1,4800
-40,-55,2019,18800,"003BR00","5*5",5,5,1,18800
10,-40,2019,6250,"003BR00","5*5",5,5,1,6250
-10,-30,2019,11712,"003BR00","5*5",5,5,1,11712
-40,-55,2019,8300,"003BR00","5*5",5,5,1,8300
-30,-45,2019,1800,"003BR00","5*5",5,5,1,1800
-30,-50,2019,27425,"003BR00","5*5",5,5,1,27425
-35,-45,2019,900,"003BR00","5*5",5,5,1,900
-30,-50,2019,32000,"003BR00","5*5",5,5,1,32000
-30,-50,2019,20000,"003BR00","5*5",5,5,1,20000
-35,-50,2019,800,"003BR00","5*5",5,5,1,800
-30,-50,2019,2318,"003BR00","5*5",5,5,1,2318
-30,-50,2019,14607,"003BR00","5*5",5,5,1,14607
-25,-35,2019,7000,"003BR00","5*5",5,5,1,7000
-25,-40,2019,4000,"003BR00","5*5",5,5,1,4000
-30,-45,2019,2400,"003BR00","5*5",5,5,1,2400
-30,-50,2019,10400,"003BR00","5*5",5,5,1,10400
-25,-35,2019,18000,"003BR00","5*5",5,5,1,18000
-25,-45,2019,4780,"003BR00","5*5",5,5,1,4780
-30,-45,2019,1200,"003BR00","5*5",5,5,1,1200
-25,-45,2019,6595,"003BR00","5*5",5,5,1,6595
-30,-45,2019,9000,"003BR00","5*5",5,5,1,9000
-25,-45,2019,4180,"003BR00","5*5",5,5,1,4180
-30,-45,2019,1800,"003BR00","5*5",5,5,1,1800
-45,-45,2019,3580,"003BR00","5*5",5,5,1,3580
-25,-35,2019,11000,"003BR00","5*5",5,5,1,11000
-25,-40,2019,17800,"003BR00","5*5",5,5,1,17800
-25,-45,2019,800,"003BR00","5*5",5,5,1,800
-25,-35,2019,4400,"003BR00","5*5",5,5,1,4400
-30,-35,2019,11200,"003BR00","5*5",5,5,1,11200
-30,-40,2019,4200,"003BR00","5*5",5,5,1,4200
40,-60,2019,11800,"004CA00","5*5",5,5,1,11800
40,-65,2019,207086,"004CA00","5*5",5,5,1,207086
40,-70,2019,5500,"004CA00","5*5",5,5,1,5500
40,-55,2019,9600,"004CA00","5*5",5,5,1,9600
40,-60,2019,35000,"004CA00","5*5",5,5,1,35000
40,-65,2019,176340,"004CA00","5*5",5,5,1,176340
40,-70,2019,116930,"004CA00","5*5",5,5,1,116930
45,-65,2019,1500,"004CA00","5*5",5,5,1,1500
40,-55,2019,59500,"004CA00","5*5",5,5,1,59500
40,-60,2019,127140,"004CA00","5*5",5,5,1,127140
40,-65,2019,186095,"004CA00","5*5",5,5,1,186095
40,-70,2019,78650,"004CA00","5*5",5,5,1,78650
40,-55,2019,67332,"004CA00","5*5",5,5,1,67332
40,-60,2019,76590,"004CA00","5*5",5,5,1,76590
40,-65,2019,198444,"004CA00","5*5",5,5,1,198444
40,-70,2019,27030,"004CA00","5*5",5,5,1,27030
45,-65,2019,600,"004CA00","5*5",5,5,1,600
40,-55,2019,3600,"004CA00","5*5",5,5,1,3600
40,-60,2019,27830,"004CA00","5*5",5,5,1,27830
40,-65,2019,175330,"004CA00","5*5",5,5,1,175330
40,-70,2019,9850,"004CA00","5*5",5,5,1,9850
40,-65,2019,30200,"004CA00","5*5",5,5,1,30200
-5,-15,2019,11040,"005TW00","5*5",5,5,1,11040
-5,-20,2019,48585,"005TW00","5*5",5,5,1,48585
-5,-25,2019,24490,"005TW00","5*5",5,5,1,24490
-5,-30,2019,13350,"005TW00","5*5",5,5,1,13350
-10,-5,2019,83260,"005TW00","5*5",5,5,1,83260
-10,-10,2019,343900,"005TW00","5*5",5,5,1,343900
-10,-15,2019,320735,"005TW00","5*5",5,5,1,320735
-10,-20,2019,1130095,"005TW00","5*5",5,5,1,1130095
-10,-25,2019,630930,"005TW00","5*5",5,5,1,630930
-10,-30,2019,98540,"005TW00","5*5",5,5,1,98540
-15,-5,2019,32400,"005TW00","5*5",5,5,1,32400
-15,-10,2019,5950,"005TW00","5*5",5,5,1,5950
-15,-15,2019,126725,"005TW00","5*5",5,5,1,126725
-15,-25,2019,19320,"005TW00","5*5",5,5,1,19320
-15,-30,2019,47160,"005TW00","5*5",5,5,1,47160
-15,-35,2019,11800,"005TW00","5*5",5,5,1,11800
-20,-10,2019,5656,"005TW00","5*5",5,5,1,5656
-20,-20,2019,69788,"005TW00","5*5",5,5,1,69788
-20,-25,2019,128004,"005TW00","5*5",5,5,1,128004
-20,-30,2019,238820,"005TW00","5*5",5,5,1,238820
-20,-35,2019,575300,"005TW00","5*5",5,5,1,575300
-20,-40,2019,55200,"005TW00","5*5",5,5,1,55200
-25,-25,2019,41200,"005TW00","5*5",5,5,1,41200
-25,-30,2019,108400,"005TW00","5*5",5,5,1,108400
-25,-35,2019,87420,"005TW00","5*5",5,5,1,87420
-25,-40,2019,3900,"005TW00","5*5",5,5,1,3900
-30,-40,2019,7500,"005TW00","5*5",5,5,1,7500
5,-25,2019,2560,"005TW00","5*5",5,5,1,2560
5,-30,2019,300590,"005TW00","5*5",5,5,1,300590
5,-35,2019,329860,"005TW00","5*5",5,5,1,329860
5,-40,2019,14860,"005TW00","5*5",5,5,1,14860
10,-35,2019,113648,"005TW00","5*5",5,5,1,113648
10,-40,2019,27860,"005TW00","5*5",5,5,1,27860
10,-55,2019,9580,"005TW00","5*5",5,5,1,9580
30,-40,2019,3250,"005TW00","5*5",5,5,1,3250
30,-50,2019,26705,"005TW00","5*5",5,5,1,26705
30,-55,2019,66400,"005TW00","5*5",5,5,1,66400
30,-60,2019,6800,"005TW00","5*5",5,5,1,6800
-40,5,2019,11700,"005TW00","5*5",5,5,1,11700
-40,10,2019,12400,"005TW00","5*5",5,5,1,12400
-5,-5,2019,3570,"005TW00","5*5",5,5,1,3570
-5,-15,2019,150190,"005TW00","5*5",5,5,1,150190
-5,-20,2019,43705,"005TW00","5*5",5,5,1,43705
-5,-25,2019,5610,"005TW00","5*5",5,5,1,5610
-10,-5,2019,116250,"005TW00","5*5",5,5,1,116250
-10,-10,2019,137480,"005TW00","5*5",5,5,1,137480
-10,-15,2019,296330,"005TW00","5*5",5,5,1,296330
-10,-20,2019,538620,"005TW00","5*5",5,5,1,538620
-10,-25,2019,113870,"005TW00","5*5",5,5,1,113870
-15,-5,2019,13500,"005TW00","5*5",5,5,1,13500
-15,-10,2019,85240,"005TW00","5*5",5,5,1,85240
-15,-15,2019,274630,"005TW00","5*5",5,5,1,274630
-15,-25,2019,13912,"005TW00","5*5",5,5,1,13912
-20,-25,2019,66872,"005TW00","5*5",5,5,1,66872
-20,-30,2019,133912,"005TW00","5*5",5,5,1,133912
-20,-35,2019,180820,"005TW00","5*5",5,5,1,180820
-20,-40,2019,96040,"005TW00","5*5",5,5,1,96040
-25,-20,2019,3800,"005TW00","5*5",5,5,1,3800
-25,-25,2019,64600,"005TW00","5*5",5,5,1,64600
-25,-35,2019,114600,"005TW00","5*5",5,5,1,114600
-25,-40,2019,161760,"005TW00","5*5",5,5,1,161760
-30,-40,2019,191840,"005TW00","5*5",5,5,1,191840
-30,-45,2019,3600,"005TW00","5*5",5,5,1,3600
0,-25,2019,22580,"005TW00","5*5",5,5,1,22580
0,-30,2019,137530,"005TW00","5*5",5,5,1,137530
0,-35,2019,135950,"005TW00","5*5",5,5,1,135950
5,-25,2019,10740,"005TW00","5*5",5,5,1,10740
5,-30,2019,270220,"005TW00","5*5",5,5,1,270220
5,-35,2019,452440,"005TW00","5*5",5,5,1,452440
5,-40,2019,32220,"005TW00","5*5",5,5,1,32220
5,-45,2019,22680,"005TW00","5*5",5,5,1,22680
5,-50,2019,10240,"005TW00","5*5",5,5,1,10240
10,-30,2019,7200,"005TW00","5*5",5,5,1,7200
10,-35,2019,72196,"005TW00","5*5",5,5,1,72196
