"lat","lon","year","hooks","fleet","res","reslat","reslon","pixels","hooks2"
40,-50,2019,108983,"021ES03","5*5",5,5,1,108983
-10,5,2019,10231,"021ES03","5*5",5,5,1,10231
-25,0,2019,15502,"021ES03","5*5",5,5,1,15502
-5,-25,2019,92253,"021ES03","5*5",5,5,1,92253
-15,-10,2019,29776,"021ES03","5*5",5,5,1,29776
-15,-15,2019,18946,"021ES03","5*5",5,5,1,18946
-15,-20,2019,24802,"021ES03","5*5",5,5,1,24802
-15,-25,2019,41337,"021ES03","5*5",5,5,1,41337
-20,-5,2019,10627,"021ES03","5*5",5,5,1,10627
-20,-15,2019,12401,"021ES03","5*5",5,5,1,12401
-20,-30,2019,13262,"021ES03","5*5",5,5,1,13262
-25,-5,2019,13641,"021ES03","5*5",5,5,1,13641
-25,-10,2019,8216,"021ES03","5*5",5,5,1,8216
-35,-45,2019,16363,"021ES03","5*5",5,5,1,16363
-35,-50,2019,21702,"021ES03","5*5",5,5,1,21702
0,-25,2019,32036,"021ES03","5*5",5,5,1,32036
10,-25,2019,51639,"021ES03","5*5",5,5,1,51639
10,-45,2019,71554,"021ES03","5*5",5,5,1,71554
15,-20,2019,54041,"021ES03","5*5",5,5,1,54041
15,-35,2019,63749,"021ES03","5*5",5,5,1,63749
25,-20,2019,13170,"021ES03","5*5",5,5,1,13170
30,-15,2019,8006,"021ES03","5*5",5,5,1,8006
30,-25,2019,36027,"021ES03","5*5",5,5,1,36027
30,-30,2019,12359,"021ES03","5*5",5,5,1,12359
30,-35,2019,49237,"021ES03","5*5",5,5,1,49237
30,-45,2019,71554,"021ES03","5*5",5,5,1,71554
35,-10,2019,14011,"021ES03","5*5",5,5,1,14011
35,-15,2019,10008,"021ES03","5*5",5,5,1,10008
35,-15,2019,4503,"021ES03","5*5",5,5,1,4503
35,-20,2019,9908,"021ES03","5*5",5,5,1,9908
35,-30,2019,11008,"021ES03","5*5",5,5,1,11008
35,-35,2019,19014,"021ES03","5*5",5,5,1,19014
35,-40,2019,19965,"021ES03","5*5",5,5,1,19965
35,-45,2019,278612,"021ES03","5*5",5,5,1,278612
35,-55,2019,26420,"021ES03","5*5",5,5,1,26420
40,-30,2019,16012,"021ES03","5*5",5,5,1,16012
40,-50,2019,106881,"021ES03","5*5",5,5,1,106881
-5,0,2019,22736,"021ES03","5*5",5,5,1,22736
-25,0,2019,23076,"021ES03","5*5",5,5,1,23076
-25,5,2019,7213,"021ES03","5*5",5,5,1,7213
-25,10,2019,12660,"021ES03","5*5",5,5,1,12660
-5,-10,2019,49186,"021ES03","5*5",5,5,1,49186
-5,-15,2019,46505,"021ES03","5*5",5,5,1,46505
-5,-20,2019,6201,"021ES03","5*5",5,5,1,6201
-5,-30,2019,67819,"021ES03","5*5",5,5,1,67819
-15,-5,2019,103654,"021ES03","5*5",5,5,1,103654
-15,-10,2019,12401,"021ES03","5*5",5,5,1,12401
-15,-15,2019,41337,"021ES03","5*5",5,5,1,41337
-20,-35,2019,25836,"021ES03","5*5",5,5,1,25836
-25,-35,2019,25836,"021ES03","5*5",5,5,1,25836
-30,-25,2019,23511,"021ES03","5*5",5,5,1,23511
-30,-35,2019,43060,"021ES03","5*5",5,5,1,43060
-30,-40,2019,12401,"021ES03","5*5",5,5,1,12401
-35,-35,2019,76474,"021ES03","5*5",5,5,1,76474
0,-20,2019,72771,"021ES03","5*5",5,5,1,72771
0,-25,2019,26869,"021ES03","5*5",5,5,1,26869
10,-25,2019,68452,"021ES03","5*5",5,5,1,68452
15,-35,2019,72055,"021ES03","5*5",5,5,1,72055
20,-25,2019,36778,"021ES03","5*5",5,5,1,36778
25,-20,2019,12009,"021ES03","5*5",5,5,1,12009
35,-10,2019,9007,"021ES03","5*5",5,5,1,9007
35,-20,2019,6305,"021ES03","5*5",5,5,1,6305
35,-45,2019,77259,"021ES03","5*5",5,5,1,77259
35,-50,2019,95773,"021ES03","5*5",5,5,1,95773
40,-35,2019,11008,"021ES03","5*5",5,5,1,11008
40,-55,2019,93671,"021ES03","5*5",5,5,1,93671
-5,0,2019,10429,"021ES03","5*5",5,5,1,10429
-10,0,2019,26146,"021ES03","5*5",5,5,1,26146
-20,0,2019,65795,"021ES03","5*5",5,5,1,65795
-20,5,2019,67346,"021ES03","5*5",5,5,1,67346
-25,0,2019,38237,"021ES03","5*5",5,5,1,38237
-25,5,2019,10334,"021ES03","5*5",5,5,1,10334
-25,10,2019,23080,"021ES03","5*5",5,5,1,23080
-30,0,2019,19635,"021ES03","5*5",5,5,1,19635
-5,-5,2019,14759,"021ES03","5*5",5,5,1,14759
-5,-15,2019,29970,"021ES03","5*5",5,5,1,29970
-5,-20,2019,15316,"021ES03","5*5",5,5,1,15316
-20,-5,2019,98521,"021ES03","5*5",5,5,1,98521
-20,-30,2019,57872,"021ES03","5*5",5,5,1,57872
-20,-35,2019,17568,"021ES03","5*5",5,5,1,17568
-25,-5,2019,19635,"021ES03","5*5",5,5,1,19635
-25,-30,2019,51844,"021ES03","5*5",5,5,1,51844
-25,-35,2019,50638,"021ES03","5*5",5,5,1,50638
-30,-40,2019,8267,"021ES03","5*5",5,5,1,8267
-35,-45,2019,77938,"021ES03","5*5",5,5,1,77938
0,-25,2019,7234,"021ES03","5*5",5,5,1,7234
5,-20,2019,50639,"021ES03","5*5",5,5,1,50639
5,-20,2019,13210,"021ES03","5*5",5,5,1,13210
5,-25,2019,60046,"021ES03","5*5",5,5,1,60046
10,-25,2019,62448,"021ES03","5*5",5,5,1,62448
25,-20,2019,15011,"021ES03","5*5",5,5,1,15011
30,-40,2019,118090,"021ES03","5*5",5,5,1,118090
30,-55,2019,55242,"021ES03","5*5",5,5,1,55242
35,-35,2019,19014,"021ES03","5*5",5,5,1,19014
35,-45,2019,139006,"021ES03","5*5",5,5,1,139006
35,-50,2019,75658,"021ES03","5*5",5,5,1,75658
35,-55,2019,53941,"021ES03","5*5",5,5,1,53941
40,-35,2019,75658,"021ES03","5*5",5,5,1,75658
40,-45,2019,46235,"021ES03","5*5",5,5,1,46235
40,-50,2019,116489,"021ES03","5*5",5,5,1,116489
40,-55,2019,71554,"021ES03","5*5",5,5,1,71554
0,0,2019,18676,"021ES03","5*5",5,5,1,18676
-10,0,2019,49260,"021ES03","5*5",5,5,1,49260
-20,0,2019,13435,"021ES03","5*5",5,5,1,13435
-30,0,2019,114108,"021ES03","5*5",5,5,1,114108
-30,5,2019,24802,"021ES03","5*5",5,5,1,24802
-5,-25,2019,32036,"021ES03","5*5",5,5,1,32036
-5,-30,2019,16879,"021ES03","5*5",5,5,1,16879
-10,-5,2019,15337,"021ES03","5*5",5,5,1,15337
-15,-5,2019,34706,"021ES03","5*5",5,5,1,34706
-20,-5,2019,10076,"021ES03","5*5",5,5,1,10076
-20,-30,2019,30142,"021ES03","5*5",5,5,1,30142
-30,-45,2019,31003,"021ES03","5*5",5,5,1,31003
-35,-45,2019,29970,"021ES03","5*5",5,5,1,29970
-35,-50,2019,17568,"021ES03","5*5",5,5,1,17568
0,-15,2019,10334,"021ES03","5*5",5,5,1,10334
0,-25,2019,14050,"021ES03","5*5",5,5,1,14050
5,-20,2019,36328,"021ES03","5*5",5,5,1,36328
10,-25,2019,58344,"021ES03","5*5",5,5,1,58344
15,-20,2019,92370,"021ES03","5*5",5,5,1,92370
20,-25,2019,18014,"021ES03","5*5",5,5,1,18014
25,-20,2019,13010,"021ES03","5*5",5,5,1,13010
25,-25,2019,29472,"021ES03","5*5",5,5,1,29472
35,-10,2019,10008,"021ES03","5*5",5,5,1,10008
35,-25,2019,47036,"021ES03","5*5",5,5,1,47036
35,-45,2019,70454,"021ES03","5*5",5,5,1,70454
40,-45,2019,190495,"021ES03","5*5",5,5,1,190495
40,-50,2019,44234,"021ES03","5*5",5,5,1,44234
40,-55,2019,34026,"021ES03","5*5",5,5,1,34026
45,-15,2019,13010,"021ES03","5*5",5,5,1,13010
0,0,2019,27903,"021ES03","5*5",5,5,1,27903
-5,0,2019,176093,"021ES03","5*5",5,5,1,176093
-10,0,2019,8956,"021ES03","5*5",5,5,1,8956
-30,0,2019,14554,"021ES03","5*5",5,5,1,14554
-5,-25,2019,89220,"021ES03","5*5",5,5,1,89220
-15,-10,2019,9187,"021ES03","5*5",5,5,1,9187
-15,-15,2019,13435,"021ES03","5*5",5,5,1,13435
-20,-5,2019,29108,"021ES03","5*5",5,5,1,29108
-20,-15,2019,21702,"021ES03","5*5",5,5,1,21702
-25,-5,2019,22391,"021ES03","5*5",5,5,1,22391
-25,-10,2019,12291,"021ES03","5*5",5,5,1,12291
-30,-5,2019,14554,"021ES03","5*5",5,5,1,14554
-30,-40,2019,15502,"021ES03","5*5",5,5,1,15502
-30,-45,2019,15502,"021ES03","5*5",5,5,1,15502
-35,-45,2019,73632,"021ES03","5*5",5,5,1,73632
-40,-50,2019,19635,"021ES03","5*5",5,5,1,19635
5,-25,2019,61046,"021ES03","5*5",5,5,1,61046
10,-25,2019,28422,"021ES03","5*5",5,5,1,28422
15,-25,2019,120091,"021ES03","5*5",5,5,1,120091
15,-30,2019,18714,"021ES03","5*5",5,5,1,18714
25,-25,2019,34026,"021ES03","5*5",5,5,1,34026
30,-35,2019,63648,"021ES03","5*5",5,5,1,63648
30,-40,2019,13010,"021ES03","5*5",5,5,1,13010
35,-10,2019,28021,"021ES03","5*5",5,5,1,28021
35,-20,2019,7005,"021ES03","5*5",5,5,1,7005
35,-35,2019,5504,"021ES03","5*5",5,5,1,5504
35,-45,2019,58344,"021ES03","5*5",5,5,1,58344
35,-50,2019,34026,"021ES03","5*5",5,5,1,34026
40,-10,2019,9607,"021ES03","5*5",5,5,1,9607
40,-40,2019,53941,"021ES03","5*5",5,5,1,53941
40,-45,2019,44634,"021ES03","5*5",5,5,1,44634
40,-50,2019,107182,"021ES03","5*5",5,5,1,107182
45,-15,2019,33025,"021ES03","5*5",5,5,1,33025
0,0,2019,68086,"021ES03","5*5",5,5,1,68086
-5,0,2019,129507,"021ES03","5*5",5,5,1,129507
-20,0,2019,74580,"021ES03","5*5",5,5,1,74580
-20,5,2019,12918,"021ES03","5*5",5,5,1,12918
-25,0,2019,10076,"021ES03","5*5",5,5,1,10076
-30,5,2019,14475,"021ES03","5*5",5,5,1,14475
-10,-5,2019,14554,"021ES03","5*5",5,5,1,14554
-15,-15,2019,23683,"021ES03","5*5",5,5,1,23683
-20,-5,2019,75441,"021ES03","5*5",5,5,1,75441
-25,-10,2019,12315,"021ES03","5*5",5,5,1,12315
-30,-15,2019,32036,"021ES03","5*5",5,5,1,32036
-35,-35,2019,55805,"021ES03","5*5",5,5,1,55805
-35,-45,2019,94043,"021ES03","5*5",5,5,1,94043
-35,-50,2019,116606,"021ES03","5*5",5,5,1,116606
5,-20,2019,55042,"021ES03","5*5",5,5,1,55042
5,-40,2019,56443,"021ES03","5*5",5,5,1,56443
10,-35,2019,28622,"021ES03","5*5",5,5,1,28622
10,-40,2019,26420,"021ES03","5*5",5,5,1,26420
15,-30,2019,76758,"021ES03","5*5",5,5,1,76758
20,-25,2019,27521,"021ES03","5*5",5,5,1,27521
30,-45,2019,26420,"021ES03","5*5",5,5,1,26420
35,-10,2019,17013,"021ES03","5*5",5,5,1,17013
35,-15,2019,13010,"021ES03","5*5",5,5,1,13010
35,-20,2019,26120,"021ES03","5*5",5,5,1,26120
35,-25,2019,15011,"021ES03","5*5",5,5,1,15011
35,-40,2019,28822,"021ES03","5*5",5,5,1,28822
40,-5,2019,14711,"021ES03","5*5",5,5,1,14711
40,-10,2019,34226,"021ES03","5*5",5,5,1,34226
40,-20,2019,27021,"021ES03","5*5",5,5,1,27021
40,-45,2019,109864,"021ES03","5*5",5,5,1,109864
40,-50,2019,70454,"021ES03","5*5",5,5,1,70454
40,-55,2019,128698,"021ES03","5*5",5,5,1,128698
45,-10,2019,10408,"021ES03","5*5",5,5,1,10408
45,-15,2019,29422,"021ES03","5*5",5,5,1,29422
45,-45,2019,62347,"021ES03","5*5",5,5,1,62347
0,0,2019,57097,"021ES03","5*5",5,5,1,57097
-5,0,2019,71307,"021ES03","5*5",5,5,1,71307
-25,0,2019,37031,"021ES03","5*5",5,5,1,37031
-20,-5,2019,81814,"021ES03","5*5",5,5,1,81814
-20,-15,2019,29108,"021ES03","5*5",5,5,1,29108
-30,-15,2019,50380,"021ES03","5*5",5,5,1,50380
-35,-5,2019,33587,"021ES03","5*5",5,5,1,33587
-35,-15,2019,21702,"021ES03","5*5",5,5,1,21702
-35,-35,2019,50380,"021ES03","5*5",5,5,1,50380
-35,-40,2019,13435,"021ES03","5*5",5,5,1,13435
-35,-50,2019,65106,"021ES03","5*5",5,5,1,65106
0,-10,2019,10162,"021ES03","5*5",5,5,1,10162
0,-25,2019,114040,"021ES03","5*5",5,5,1,114040
0,-30,2019,12057,"021ES03","5*5",5,5,1,12057
5,-25,2019,31024,"021ES03","5*5",5,5,1,31024
5,-40,2019,38529,"021ES03","5*5",5,5,1,38529
5,-40,2019,123294,"021ES03","5*5",5,5,1,123294
10,-25,2019,49037,"021ES03","5*5",5,5,1,49037
10,-35,2019,18014,"021ES03","5*5",5,5,1,18014
10,-40,2019,28622,"021ES03","5*5",5,5,1,28622
15,-30,2019,36027,"021ES03","5*5",5,5,1,36027
15,-35,2019,15612,"021ES03","5*5",5,5,1,15612
20,-30,2019,25219,"021ES03","5*5",5,5,1,25219
30,-35,2019,12009,"021ES03","5*5",5,5,1,12009
30,-40,2019,14461,"021ES03","5*5",5,5,1,14461
35,-10,2019,72055,"021ES03","5*5",5,5,1,72055
35,-15,2019,36508,"021ES03","5*5",5,5,1,36508
35,-15,2019,1001,"021ES03","5*5",5,5,1,1001
35,-20,2019,7205,"021ES03","5*5",5,5,1,7205
35,-45,2019,66711,"021ES03","5*5",5,5,1,66711
40,-5,2019,19115,"021ES03","5*5",5,5,1,19115
40,-10,2019,36328,"021ES03","5*5",5,5,1,36328
40,-15,2019,41532,"021ES03","5*5",5,5,1,41532
40,-50,2019,25219,"021ES03","5*5",5,5,1,25219
40,-55,2019,14311,"021ES03","5*5",5,5,1,14311
45,-10,2019,95693,"021ES03","5*5",5,5,1,95693
45,-15,2019,27321,"021ES03","5*5",5,5,1,27321
-30,0,2019,29108,"021ES03","5*5",5,5,1,29108
-35,0,2019,48141,"021ES03","5*5",5,5,1,48141
-20,-5,2019,22391,"021ES03","5*5",5,5,1,22391
-30,-5,2019,39271,"021ES03","5*5",5,5,1,39271
-30,-15,2019,17999,"021ES03","5*5",5,5,1,17999
-30,-20,2019,12401,"021ES03","5*5",5,5,1,12401
-30,-35,2019,42371,"021ES03","5*5",5,5,1,42371
-35,-10,2019,17913,"021ES03","5*5",5,5,1,17913
-35,-15,2019,27989,"021ES03","5*5",5,5,1,27989
-35,-25,2019,10420,"021ES03","5*5",5,5,1,10420
-35,-30,2019,33156,"021ES03","5*5",5,5,1,33156
-35,-35,2019,19635,"021ES03","5*5",5,5,1,19635
-35,-40,2019,31003,"021ES03","5*5",5,5,1,31003
-35,-45,2019,101457,"021ES03","5*5",5,5,1,101457
-40,-45,2019,18602,"021ES03","5*5",5,5,1,18602
5,-25,2019,14311,"021ES03","5*5",5,5,1,14311
15,-30,2019,80006,"021ES03","5*5",5,5,1,80006
15,-35,2019,27521,"021ES03","5*5",5,5,1,27521
20,-25,2019,41632,"021ES03","5*5",5,5,1,41632
20,-30,2019,82263,"021ES03","5*5",5,5,1,82263
25,-25,2019,34026,"021ES03","5*5",5,5,1,34026
30,-35,2019,47336,"021ES03","5*5",5,5,1,47336
35,-10,2019,103631,"021ES03","5*5",5,5,1,103631
35,-15,2019,18414,"021ES03","5*5",5,5,1,18414
35,-20,2019,49778,"021ES03","5*5",5,5,1,49778
35,-25,2019,58845,"021ES03","5*5",5,5,1,58845
35,-40,2019,21016,"021ES03","5*5",5,5,1,21016
35,-45,2019,55042,"021ES03","5*5",5,5,1,55042
40,-10,2019,42833,"021ES03","5*5",5,5,1,42833
40,-15,2019,7005,"021ES03","5*5",5,5,1,7005
40,-20,2019,9007,"021ES03","5*5",5,5,1,9007
45,-10,2019,88367,"021ES03","5*5",5,5,1,88367
-30,0,2019,63040,"021ES03","5*5",5,5,1,63040
-35,0,2019,12315,"021ES03","5*5",5,5,1,12315
-10,-25,2019,27472,"021ES03","5*5",5,5,1,27472
-15,-20,2019,61317,"021ES03","5*5",5,5,1,61317
-15,-25,2019,54944,"021ES03","5*5",5,5,1,54944
-20,-5,2019,32467,"021ES03","5*5",5,5,1,32467
-25,-5,2019,31003,"021ES03","5*5",5,5,1,31003
-25,-10,2019,101707,"021ES03","5*5",5,5,1,101707
-25,-15,2019,97832,"021ES03","5*5",5,5,1,97832
-25,-30,2019,23683,"021ES03","5*5",5,5,1,23683
-30,-5,2019,10076,"021ES03","5*5",5,5,1,10076
-30,-15,2019,43663,"021ES03","5*5",5,5,1,43663
-30,-20,2019,77335,"021ES03","5*5",5,5,1,77335
-30,-25,2019,55030,"021ES03","5*5",5,5,1,55030
-30,-30,2019,84828,"021ES03","5*5",5,5,1,84828
-35,-25,2019,120395,"021ES03","5*5",5,5,1,120395
-35,-30,2019,46505,"021ES03","5*5",5,5,1,46505
-35,-35,2019,73374,"021ES03","5*5",5,5,1,73374
-40,-30,2019,37204,"021ES03","5*5",5,5,1,37204
-40,-35,2019,5598,"021ES03","5*5",5,5,1,5598
-40,-50,2019,42371,"021ES03","5*5",5,5,1,42371
0,-30,2019,88100,"021ES03","5*5",5,5,1,88100
5,-20,2019,37228,"021ES03","5*5",5,5,1,37228
5,-25,2019,74056,"021ES03","5*5",5,5,1,74056
10,-25,2019,49938,"021ES03","5*5",5,5,1,49938
15,-30,2019,151615,"021ES03","5*5",5,5,1,151615
15,-35,2019,63248,"021ES03","5*5",5,5,1,63248
20,-25,2019,59745,"021ES03","5*5",5,5,1,59745
20,-30,2019,22017,"021ES03","5*5",5,5,1,22017
25,-25,2019,38029,"021ES03","5*5",5,5,1,38029
30,-25,2019,45134,"021ES03","5*5",5,5,1,45134
30,-35,2019,97674,"021ES03","5*5",5,5,1,97674
30,-40,2019,22817,"021ES03","5*5",5,5,1,22817
35,-10,2019,111525,"021ES03","5*5",5,5,1,111525
35,-15,2019,7205,"021ES03","5*5",5,5,1,7205
35,-20,2019,35227,"021ES03","5*5",5,5,1,35227
35,-35,2019,53941,"021ES03","5*5",5,5,1,53941
35,-40,2019,60546,"021ES03","5*5",5,5,1,60546
35,-45,2019,333414,"021ES03","5*5",5,5,1,333414
40,-20,2019,36828,"021ES03","5*5",5,5,1,36828
40,-25,2019,81602,"021ES03","5*5",5,5,1,81602
40,-55,2019,56143,"021ES03","5*5",5,5,1,56143
45,-10,2019,28822,"021ES03","5*5",5,5,1,28822
40,0,2019,1365,"021ES11","5*5",5,5,1,1365
35,0,2019,50663,"021ES11","5*5",5,5,1,50663
40,0,2019,16279,"021ES11","5*5",5,5,1,16279
35,0,2019,329085,"021ES11","5*5",5,5,1,329085
40,0,2019,65627,"021ES11","5*5",5,5,1,65627
35,0,2019,145779,"021ES11","5*5",5,5,1,145779
40,0,2019,137215,"021ES11","5*5",5,5,1,137215
35,0,2019,112734,"021ES11","5*5",5,5,1,112734
40,0,2019,114386,"021ES11","5*5",5,5,1,114386
35,-5,2019,1800,"021ES11","5*5",5,5,1,1800
35,0,2019,31900,"021ES11","5*5",5,5,1,31900
40,0,2019,61199,"021ES11","5*5",5,5,1,61199
35,0,2019,8400,"021ES11","5*5",5,5,1,8400
40,0,2019,46077,"021ES11","5*5",5,5,1,46077
40,0,2019,28925,"021ES11","5*5",5,5,1,28925
35,0,2019,32000,"021ES11","5*5",5,5,1,32000
40,0,2019,20775,"021ES11","5*5",5,5,1,20775
40,0,2019,83870,"021ES11","5*5",5,5,1,83870
35,0,2019,1500,"021ES11","5*5",5,5,1,1500
40,0,2019,49870,"021ES11","5*5",5,5,1,49870
40,0,2019,44910,"021ES11","5*5",5,5,1,44910
40,0,2019,13850,"021ES11","5*5",5,5,1,13850
40,0,2019,11080,"021ES11","5*5",5,5,1,11080
40,0,2019,16620,"021ES11","5*5",5,5,1,16620
35,-5,2019,27200,"021ES11","5*5",5,5,1,27200
35,0,2019,29665,"021ES11","5*5",5,5,1,29665
40,0,2019,35360,"021ES11","5*5",5,5,1,35360
35,-5,2019,34800,"021ES11","5*5",5,5,1,34800
35,0,2019,64465,"021ES11","5*5",5,5,1,64465
40,0,2019,38820,"021ES11","5*5",5,5,1,38820
35,-5,2019,13200,"021ES11","5*5",5,5,1,13200
35,0,2019,43800,"021ES11","5*5",5,5,1,43800
35,-5,2019,2400,"021ES11","5*5",5,5,1,2400
35,0,2019,3000,"021ES11","5*5",5,5,1,3000
40,0,2019,1500,"021ES11","5*5",5,5,1,1500
40,0,2019,1800,"021ES11","5*5",5,5,1,1800
35,0,2019,62000,"021ES11","5*5",5,5,1,62000
40,0,2019,17740,"021ES11","5*5",5,5,1,17740
35,-5,2019,62960,"021ES11","5*5",5,5,1,62960
35,0,2019,250953,"021ES11","5*5",5,5,1,250953
40,0,2019,1700,"021ES11","5*5",5,5,1,1700
35,-5,2019,48668,"021ES11","5*5",5,5,1,48668
35,0,2019,182500,"021ES11","5*5",5,5,1,182500
40,0,2019,32039,"021ES11","5*5",5,5,1,32039
35,-5,2019,372205,"021ES11","5*5",5,5,1,372205
35,0,2019,612774,"021ES11","5*5",5,5,1,612774
40,0,2019,212581,"021ES11","5*5",5,5,1,212581
35,-5,2019,646888,"021ES11","5*5",5,5,1,646888
35,0,2019,481088,"021ES11","5*5",5,5,1,481088
40,0,2019,207909,"021ES11","5*5",5,5,1,207909
35,-5,2019,595599,"021ES11","5*5",5,5,1,595599
35,0,2019,523459,"021ES11","5*5",5,5,1,523459
40,0,2019,202565,"021ES11","5*5",5,5,1,202565
35,-5,2019,496050,"021ES11","5*5",5,5,1,496050
35,0,2019,464754,"021ES11","5*5",5,5,1,464754
40,0,2019,323753,"021ES11","5*5",5,5,1,323753
35,-5,2019,468531,"021ES11","5*5",5,5,1,468531
35,0,2019,439600,"021ES11","5*5",5,5,1,439600
40,0,2019,428684,"021ES11","5*5",5,5,1,428684
35,-5,2019,233600,"021ES11","5*5",5,5,1,233600
35,0,2019,466890,"021ES11","5*5",5,5,1,466890
40,0,2019,390549,"021ES11","5*5",5,5,1,390549
35,-5,2019,314925,"021ES11","5*5",5,5,1,314925
25,-70,2019,34984,"025US01","5*5",5,5,1,34984
25,-75,2019,64345,"025US01","5*5",5,5,1,64345
25,-80,2019,39427,"025US01","5*5",5,5,1,39427
25,-90,2019,12775,"025US01","5*5",5,5,1,12775
25,-95,2019,48557,"025US01","5*5",5,5,1,48557
30,-80,2019,28607,"025US01","5*5",5,5,1,28607
35,-75,2019,37470,"025US01","5*5",5,5,1,37470
25,-70,2019,18906,"025US01","5*5",5,5,1,18906
25,-75,2019,49056,"025US01","5*5",5,5,1,49056
25,-80,2019,62265,"025US01","5*5",5,5,1,62265
25,-85,2019,7000,"025US01","5*5",5,5,1,7000
25,-90,2019,25675,"025US01","5*5",5,5,1,25675
25,-95,2019,31379,"025US01","5*5",5,5,1,31379
30,-75,2019,23103,"025US01","5*5",5,5,1,23103
30,-80,2019,29633,"025US01","5*5",5,5,1,29633
35,-75,2019,11850,"025US01","5*5",5,5,1,11850
20,-85,2019,26105,"025US01","5*5",5,5,1,26105
20,-90,2019,4920,"025US01","5*5",5,5,1,4920
25,-75,2019,22489,"025US01","5*5",5,5,1,22489
25,-80,2019,54955,"025US01","5*5",5,5,1,54955
25,-85,2019,7440,"025US01","5*5",5,5,1,7440
25,-90,2019,92735,"025US01","5*5",5,5,1,92735
25,-95,2019,26751,"025US01","5*5",5,5,1,26751
30,-75,2019,9510,"025US01","5*5",5,5,1,9510
30,-80,2019,19574,"025US01","5*5",5,5,1,19574
35,-75,2019,987,"025US01","5*5",5,5,1,987
20,-85,2019,36640,"025US01","5*5",5,5,1,36640
25,-80,2019,35930,"025US01","5*5",5,5,1,35930
25,-85,2019,4100,"025US01","5*5",5,5,1,4100
25,-90,2019,81010,"025US01","5*5",5,5,1,81010
25,-95,2019,37820,"025US01","5*5",5,5,1,37820
30,-75,2019,11174,"025US01","5*5",5,5,1,11174
30,-80,2019,80021,"025US01","5*5",5,5,1,80021
35,-75,2019,7980,"025US01","5*5",5,5,1,7980
25,-80,2019,17820,"025US01","5*5",5,5,1,17820
25,-90,2019,85219,"025US01","5*5",5,5,1,85219
25,-95,2019,38650,"025US01","5*5",5,5,1,38650
30,-75,2019,5045,"025US01","5*5",5,5,1,5045
30,-80,2019,367040,"025US01","5*5",5,5,1,367040
35,-75,2019,56053,"025US01","5*5",5,5,1,56053
35,-80,2019,8340,"025US01","5*5",5,5,1,8340
20,-85,2019,2100,"025US01","5*5",5,5,1,2100
25,-80,2019,36615,"025US01","5*5",5,5,1,36615
25,-85,2019,2250,"025US01","5*5",5,5,1,2250
25,-90,2019,162721,"025US01","5*5",5,5,1,162721
25,-95,2019,52618,"025US01","5*5",5,5,1,52618
30,-75,2019,4731,"025US01","5*5",5,5,1,4731
30,-80,2019,107064,"025US01","5*5",5,5,1,107064
35,-75,2019,150510,"025US01","5*5",5,5,1,150510
35,-80,2019,4242,"025US01","5*5",5,5,1,4242
25,-80,2019,36863,"025US01","5*5",5,5,1,36863
25,-85,2019,6942,"025US01","5*5",5,5,1,6942
25,-90,2019,140672,"025US01","5*5",5,5,1,140672
25,-95,2019,24327,"025US01","5*5",5,5,1,24327
30,-75,2019,6318,"025US01","5*5",5,5,1,6318
30,-80,2019,44997,"025US01","5*5",5,5,1,44997
35,-70,2019,9145,"025US01","5*5",5,5,1,9145
35,-75,2019,159821,"025US01","5*5",5,5,1,159821
35,-80,2019,3130,"025US01","5*5",5,5,1,3130
40,-55,2019,16540,"025US01","5*5",5,5,1,16540
40,-70,2019,6425,"025US01","5*5",5,5,1,6425
25,-80,2019,48650,"025US01","5*5",5,5,1,48650
25,-90,2019,99191,"025US01","5*5",5,5,1,99191
25,-95,2019,72074,"025US01","5*5",5,5,1,72074
30,-75,2019,4025,"025US01","5*5",5,5,1,4025
30,-80,2019,39647,"025US01","5*5",5,5,1,39647
35,-70,2019,4300,"025US01","5*5",5,5,1,4300
35,-75,2019,172778,"025US01","5*5",5,5,1,172778
40,-50,2019,11048,"025US01","5*5",5,5,1,11048
40,-55,2019,20147,"025US01","5*5",5,5,1,20147
25,-80,2019,53750,"025US01","5*5",5,5,1,53750
25,-85,2019,6705,"025US01","5*5",5,5,1,6705
25,-90,2019,77912,"025US01","5*5",5,5,1,77912
25,-95,2019,13911,"025US01","5*5",5,5,1,13911
30,-75,2019,12778,"025US01","5*5",5,5,1,12778
30,-80,2019,18280,"025US01","5*5",5,5,1,18280
35,-75,2019,153174,"025US01","5*5",5,5,1,153174
40,-55,2019,16242,"025US01","5*5",5,5,1,16242
25,-80,2019,64928,"025US01","5*5",5,5,1,64928
25,-90,2019,42272,"025US01","5*5",5,5,1,42272
25,-95,2019,39788,"025US01","5*5",5,5,1,39788
30,-80,2019,13040,"025US01","5*5",5,5,1,13040
35,-75,2019,178012,"025US01","5*5",5,5,1,178012
25,-80,2019,104100,"025US01","5*5",5,5,1,104100
25,-90,2019,28639,"025US01","5*5",5,5,1,28639
25,-95,2019,67081,"025US01","5*5",5,5,1,67081
30,-80,2019,41271,"025US01","5*5",5,5,1,41271
35,-75,2019,140084,"025US01","5*5",5,5,1,140084
25,-80,2019,62400,"025US01","5*5",5,5,1,62400
25,-90,2019,27518,"025US01","5*5",5,5,1,27518
25,-95,2019,35886,"025US01","5*5",5,5,1,35886
30,-80,2019,62670,"025US01","5*5",5,5,1,62670
35,-75,2019,87857,"025US01","5*5",5,5,1,87857
